#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2C1_idr.fa NR2C1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
768_2529	chr19	6494477	6494877	+	1000	136.0	[10.338945]	[160]	[]	[]	[6494695]	[]
768_253	chr22	46762670	46763070	+	1000	1009.5	[7.9514318, 10.338945, 10.338945, 10.371254]	[100, 106, 113, 120]	[]	[]	[46762870, 46762876, 46762883, 46762890]	[]
768_2531	chr5	150050148	150050548	+	1000	136.0	[]	[]	[10.371254]	[179]	[]	[150050380]
768_2532	chr5	151126184	151126584	+	1000	136.0	[10.371254]	[103]	[10.371254]	[129]	[151126372]	[151126398]
768_2534	chr7	5230764	5231164	+	1000	136.0	[]	[]	[10.371254, 10.371254, 10.338945]	[91, 98, 105]	[]	[5230951, 5230958, 5230965]
768_2535	chr7	44647236	44647636	+	1000	136.0	[10.371254, 10.338945]	[108, 115]	[]	[]	[44647442, 44647449]	[]
768_254	chr3	47513244	47513644	+	1000	1008.5	[7.9191227, 7.9191227]	[90, 111]	[]	[]	[47513434, 47513455]	[]
768_2540	chr2	112683819	112684219	+	1000	135.5	[]	[]	[10.338945]	[146]	[]	[112684032]
768_2543	chr6	170306864	170307264	+	1000	135.5	[]	[]	[7.9514318]	[175]	[]	[170307106]
768_2549	chr19	43668392	43668792	+	1000	135.0	[7.9514318]	[124]	[]	[]	[43668590]	[]
768_255	chr19	56314674	56315074	+	1000	1007.0	[7.9191227]	[111]	[]	[]	[56314883]	[]
768_2551	chr5	177516854	177517254	+	1000	135.0	[]	[]	[7.9514318]	[93]	[]	[177517041]
768_2552	chr6	158704251	158704651	+	1000	135.0	[]	[]	[7.9191227]	[158]	[]	[158704442]
768_2554	chr1	154354557	154354957	+	1000	134.5	[]	[]	[10.338945, 10.371254, 10.338945]	[115, 133, 142]	[]	[154354745, 154354763, 154354772]
768_2555	chr10	61830761	61831161	+	1000	134.5	[10.371254]	[111]	[]	[]	[61830960]	[]
768_256	chr2	148020755	148021155	+	1000	1006.5	[7.9191227]	[104]	[]	[]	[148020942]	[]
768_2560	chr19	55118415	55118815	+	1000	134.5	[10.371254]	[135]	[10.371254]	[93]	[55118621]	[55118579]
768_2561	chr20	32473467	32473867	+	1000	134.5	[]	[]	[10.338945, 10.338945]	[154, 199]	[]	[32473640, 32473685]
768_2563	chr7	101911371	101911771	+	1000	134.5	[]	[]	[7.9514318, 10.371254, 10.371254, 10.371254, 10.371254]	[87, 105, 126, 144, 165]	[]	[101911527, 101911545, 101911566, 101911584, 101911605]
768_2564	chr7	138607363	138607763	+	1000	134.5	[10.371254, 10.371254, 10.371254]	[99, 106, 156]	[7.9514318]	[132]	[138607526, 138607533, 138607583]	[138607559]
768_2565	chr1	246746193	246746593	+	1000	134.0	[10.371254, 10.338945]	[107, 114]	[]	[]	[246746396, 246746403]	[]
768_2566	chr13	110964280	110964680	+	1000	134.0	[]	[]	[10.371254, 10.338945]	[133, 168]	[]	[110964464, 110964499]
768_2568	chr17	8420350	8420750	+	1000	134.0	[]	[]	[10.371254]	[151]	[]	[8420553]
768_2569	chr17	44689574	44689974	+	1000	134.0	[10.338945]	[136]	[]	[]	[44689758]	[]
768_2570	chr17	51165917	51166317	+	1000	134.0	[10.338945]	[200]	[]	[]	[51166156]	[]
768_2571	chr18	3623978	3624378	+	1000	134.0	[]	[]	[10.371254]	[174]	[]	[3624224]
768_2573	chr19	44141258	44141658	+	1000	134.0	[]	[]	[10.338945]	[215]	[]	[44141502]
768_2576	chr21	44793574	44793974	+	1000	134.0	[]	[]	[10.338945]	[99]	[]	[44793765]
768_2577	chr5	57650413	57650813	+	1000	134.0	[]	[]	[10.371254]	[148]	[]	[57650637]
768_2580	chr13	37059287	37059687	+	1000	133.5	[]	[]	[10.338945]	[101]	[]	[37059483]
768_2583	chr20	56422495	56422895	+	1000	133.5	[10.338945]	[154]	[]	[]	[56422725]	[]
768_2584	chr3	158801832	158802232	+	1000	133.5	[]	[]	[10.371254]	[101]	[]	[158802023]
768_2586	chr6	27773835	27774235	+	1000	133.5	[]	[]	[10.371254]	[127]	[]	[27774053]
768_2587	chr9	4862796	4863196	+	1000	133.5	[10.338945]	[155]	[]	[]	[4863030]	[]
768_2588	chrX	38560983	38561383	+	1000	133.5	[]	[]	[10.371254, 10.338945]	[146, 153]	[]	[38561185, 38561192]
768_2589	chr1	42335026	42335426	+	1000	133.0	[]	[]	[7.9191227]	[123]	[]	[42335239]
768_2593	chr1	227685753	227686153	+	1000	133.0	[]	[]	[10.338945, 10.371254]	[95, 102]	[]	[227685931, 227685938]
768_2594	chr12	126772174	126772574	+	1000	133.0	[]	[]	[10.338945]	[141]	[]	[126772364]
768_2595	chr14	73058189	73058589	+	1000	133.0	[10.338945]	[86]	[]	[]	[73058363]	[]
768_2596	chr16	31200746	31201146	+	1000	133.0	[]	[]	[10.338945]	[182]	[]	[31200968]
768_2598	chr20	25696802	25697202	+	1000	133.0	[]	[]	[7.9191227]	[153]	[]	[25697047]
768_2599	chr3	141804914	141805314	+	1000	133.0	[]	[]	[10.338945]	[202]	[]	[141805144]
768_26	chr3	183884713	183885113	+	1000	1227.0	[]	[]	[7.9514318]	[67]	[]	[183884874]
768_260	chr7	47979489	47979889	+	1000	1004.0	[10.338945, 10.338945, 10.338945, 10.371254]	[103, 125, 132, 146]	[]	[]	[47979692, 47979714, 47979721, 47979735]	[]
768_2604	chr19	3560373	3560773	+	1000	132.5	[10.371254]	[186]	[]	[]	[3560572]	[]
768_2605	chr19	10299498	10299898	+	1000	132.5	[10.338945]	[275]	[]	[]	[10299688]	[]
768_2606	chr19	49593758	49594158	+	1000	132.5	[]	[]	[10.338945, 10.338945]	[155, 162]	[]	[49593958, 49593965]
768_2608	chr4	82900516	82900916	+	1000	132.5	[7.9514318]	[102]	[]	[]	[82900709]	[]
768_2609	chr4	152779761	152780161	+	1000	132.5	[7.9514318]	[162]	[]	[]	[152780008]	[]
768_2612	chr8	23539065	23539465	+	1000	132.5	[10.338945]	[97]	[]	[]	[23539243]	[]
768_2613	chr9	128504602	128505002	+	1000	132.5	[7.9191227]	[187]	[]	[]	[128504817]	[]
768_2615	chr1	184773739	184774139	+	1000	132.0	[]	[]	[10.371254]	[96]	[]	[184773926]
768_2617	chr16	53023967	53024367	+	1000	132.0	[10.371254, 10.371254]	[92, 99]	[]	[]	[53024127, 53024134]	[]
768_2619	chr3	28348530	28348930	+	1000	132.0	[7.9191227, 10.338945]	[81, 91]	[]	[]	[28348684, 28348694]	[]
768_262	chr16	11976423	11976823	+	1000	1003.0	[7.9191227]	[133]	[]	[]	[11976651]	[]
768_2620	chr3	119468741	119469141	+	1000	132.0	[]	[]	[7.9191227]	[142]	[]	[119468923]
768_2623	chr7	73562164	73562564	+	1000	132.0	[10.371254, 7.9514318]	[139, 155]	[]	[]	[73562316, 73562332]	[]
768_2627	chr1	28258857	28259257	+	1000	131.5	[]	[]	[10.371254]	[121]	[]	[28259058]
768_2628	chr11	64894253	64894653	+	1000	131.5	[10.371254]	[157]	[7.9191227]	[97]	[64894494]	[64894434]
768_263	chr1	3796336	3796736	+	1000	1002.0	[]	[]	[7.9514318]	[122]	[]	[3796541]
768_2634	chr2	23690734	23691134	+	1000	131.5	[10.371254]	[154]	[10.371254, 10.338945]	[99, 106]	[23690982]	[23690927, 23690934]
768_2636	chr3	153231175	153231575	+	1000	131.5	[10.371254]	[187]	[]	[]	[153231369]	[]
768_2638	chr7	20219653	20220053	+	1000	131.5	[]	[]	[10.371254]	[133]	[]	[20219842]
768_2639	chr9	100145128	100145528	+	1000	131.5	[10.371254]	[116]	[]	[]	[100145315]	[]
768_264	chr6	145963980	145964380	+	1000	1002.0	[]	[]	[10.371254]	[67]	[]	[145964131]
768_2641	chr1	206688014	206688414	+	1000	131.0	[10.371254]	[86]	[]	[]	[206688197]	[]
768_2645	chr16	15988318	15988718	+	1000	131.0	[]	[]	[10.338945]	[98]	[]	[15988480]
768_2647	chr17	73192948	73193348	+	1000	131.0	[]	[]	[7.9191227]	[171]	[]	[73193117]
768_2649	chr19	1164976	1165376	+	1000	131.0	[10.371254]	[163]	[10.338945]	[138]	[1165209]	[1165184]
768_2650	chr20	62805760	62806160	+	1000	131.0	[]	[]	[10.338945, 10.371254]	[106, 113]	[]	[62805954, 62805961]
768_2654	chr6	31729418	31729818	+	1000	131.0	[]	[]	[7.9191227]	[140]	[]	[31729610]
768_2657	chr11	64800631	64801031	+	1000	130.5	[10.371254, 10.338945]	[132, 160]	[]	[]	[64800841, 64800869]	[]
768_2658	chr16	30787029	30787429	+	1000	130.5	[]	[]	[10.338945]	[95]	[]	[30787205]
768_2660	chr19	532897	533297	+	1000	130.5	[]	[]	[10.371254]	[138]	[]	[533121]
768_2662	chr19	58408435	58408835	+	1000	130.5	[]	[]	[7.9191227]	[185]	[]	[58408659]
768_2663	chr21	34031981	34032381	+	1000	130.5	[]	[]	[10.371254]	[134]	[]	[34032198]
768_2664	chr5	150350479	150350879	+	1000	130.5	[]	[]	[10.371254, 10.371254, 10.371254]	[83, 89, 155]	[]	[150350657, 150350663, 150350729]
768_2666	chr6	38796400	38796800	+	1000	130.5	[]	[]	[7.9191227, 10.371254]	[86, 93]	[]	[38796569, 38796576]
768_2667	chr6	157323286	157323686	+	1000	130.5	[7.9514318]	[266]	[]	[]	[157323504]	[]
768_267	chr16	30558221	30558621	+	1000	1000.0	[]	[]	[7.9514318]	[97]	[]	[30558415]
768_2670	chr18	22110435	22110835	+	1000	130.0	[10.371254, 10.371254]	[107, 164]	[]	[]	[22110614, 22110671]	[]
768_2671	chr2	69978547	69978947	+	1000	130.0	[10.371254]	[157]	[]	[]	[69978780]	[]
768_2672	chr21	33980252	33980652	+	1000	130.0	[10.371254]	[80]	[]	[]	[33980430]	[]
768_2675	chr10	73785055	73785455	+	1000	129.5	[7.9514318]	[135]	[]	[]	[73785207]	[]
768_2677	chr16	86090465	86090865	+	1000	129.5	[10.371254]	[117]	[]	[]	[86090671]	[]
768_2679	chr19	12726412	12726812	+	1000	129.5	[10.371254]	[129]	[]	[]	[12726622]	[]
768_268	chr1	28088421	28088821	+	1000	999.5	[]	[]	[10.338945]	[97]	[]	[28088615]
768_2680	chr19	43785144	43785544	+	1000	129.5	[10.371254]	[159]	[]	[]	[43785338]	[]
768_2682	chr2	88543634	88544034	+	1000	129.5	[10.371254, 10.371254]	[121, 135]	[]	[]	[88543831, 88543845]	[]
768_2683	chr22	40323126	40323526	+	1000	129.5	[]	[]	[10.371254]	[205]	[]	[40323300]
768_2684	chr3	186997088	186997488	+	1000	129.5	[10.371254]	[144]	[]	[]	[186997329]	[]
768_2687	chr8	129557756	129558156	+	1000	129.5	[10.338945]	[100]	[]	[]	[129557940]	[]
768_2689	chr1	26287048	26287448	+	1000	129.0	[10.338945]	[129]	[]	[]	[26287258]	[]
768_269	chr5	79612293	79612693	+	1000	999.5	[10.338945]	[68]	[]	[]	[79612446]	[]
768_2692	chr16	70114046	70114446	+	1000	129.0	[10.371254, 7.9514318]	[90, 137]	[]	[]	[70114228, 70114275]	[]
768_2693	chr16	74368001	74368401	+	1000	129.0	[]	[]	[7.9514318]	[179]	[]	[74368225]
768_2696	chr19	7629565	7629965	+	1000	129.0	[7.9191227]	[167]	[]	[]	[7629788]	[]
768_2697	chr3	138835372	138835772	+	1000	129.0	[]	[]	[10.338945]	[110]	[]	[138835570]
768_2698	chr3	179033218	179033618	+	1000	129.0	[]	[]	[10.371254, 10.338945]	[127, 152]	[]	[179033417, 179033442]
768_2699	chr8	30420627	30421027	+	1000	129.0	[10.338945]	[138]	[]	[]	[30420854]	[]
768_27	chr7	100081574	100081974	+	1000	1224.0	[7.9191227]	[94]	[]	[]	[100081756]	[]
768_270	chr1	226186550	226186950	+	1000	997.5	[]	[]	[10.371254, 10.371254]	[86, 93]	[]	[226186734, 226186741]
768_2700	chr9	122093153	122093553	+	1000	129.0	[]	[]	[7.9514318, 10.338945]	[152, 178]	[]	[122093359, 122093385]
768_2704	chr1	153609225	153609625	+	1000	128.5	[]	[]	[10.338945]	[150]	[]	[153609429]
768_2708	chr12	110405177	110405577	+	1000	128.5	[10.371254, 10.338945]	[108, 115]	[]	[]	[110405348, 110405355]	[]
768_2712	chr19	50728379	50728779	+	1000	128.5	[7.9514318]	[122]	[]	[]	[50728588]	[]
768_2713	chr2	151799801	151800201	+	1000	128.5	[10.371254]	[79]	[]	[]	[151799979]	[]
768_2717	chr6	87155338	87155738	+	1000	128.5	[]	[]	[10.338945, 10.338945]	[94, 127]	[]	[87155522, 87155555]
768_2719	chr9	127422156	127422556	+	1000	128.5	[10.338945]	[180]	[10.338945]	[186]	[127422356]	[127422362]
768_272	chr19	18223968	18224368	+	1000	997.0	[10.338945, 10.371254]	[109, 116]	[]	[]	[18224175, 18224182]	[]
768_2722	chrX	153971474	153971874	+	1000	128.5	[10.371254]	[138]	[]	[]	[153971632]	[]
768_2723	chr1	28518748	28519148	+	1000	128.0	[]	[]	[10.371254]	[146]	[]	[28518982]
768_2724	chr1	32817190	32817590	+	1000	128.0	[7.9514318]	[181]	[]	[]	[32817437]	[]
768_2725	chr1	41432662	41433062	+	1000	128.0	[10.338945]	[53]	[]	[]	[41432814]	[]
768_2729	chr12	131605327	131605727	+	1000	128.0	[]	[]	[10.371254, 7.9514318]	[129, 146]	[]	[131605494, 131605511]
768_273	chr15	59689120	59689520	+	1000	996.5	[]	[]	[10.338945, 7.9514318]	[86, 130]	[]	[59689306, 59689350]
768_2731	chr17	5486583	5486983	+	1000	128.0	[7.9191227]	[113]	[7.9514318]	[135]	[5486776]	[5486798]
768_2732	chr17	79916056	79916456	+	1000	128.0	[10.371254]	[123]	[10.338945]	[85]	[79916270]	[79916232]
768_2735	chr22	21876432	21876832	+	1000	128.0	[]	[]	[10.371254]	[134]	[]	[21876620]
768_2736	chr22	31159961	31160361	+	1000	128.0	[7.9191227]	[151]	[]	[]	[31160206]	[]
768_2738	chr6	3288831	3289231	+	1000	128.0	[]	[]	[10.371254]	[167]	[]	[3289050]
768_2739	chr6	28225043	28225443	+	1000	128.0	[7.9514318]	[134]	[]	[]	[28225267]	[]
768_2742	chrX	71107775	71108175	+	1000	128.0	[10.371254, 10.338945]	[72, 79]	[]	[]	[71107940, 71107947]	[]
768_2744	chr11	73983358	73983758	+	1000	127.5	[]	[]	[10.371254]	[80]	[]	[73983536]
768_2748	chr4	75514213	75514613	+	1000	127.5	[]	[]	[10.338945]	[106]	[]	[75514418]
768_2749	chr10	21670384	21670784	+	1000	127.0	[10.338945, 10.371254]	[107, 148]	[]	[]	[21670587, 21670628]	[]
768_275	chr19	17309665	17310065	+	1000	993.0	[]	[]	[7.9191227, 10.338945]	[105, 112]	[]	[17309859, 17309866]
768_2750	chr10	75104271	75104671	+	1000	127.0	[10.371254, 10.371254]	[147, 154]	[]	[]	[75104491, 75104498]	[]
768_2752	chr16	71462059	71462459	+	1000	127.0	[7.9514318]	[130]	[]	[]	[71462279]	[]
768_2754	chr20	31675671	31676071	+	1000	127.0	[]	[]	[10.371254]	[210]	[]	[31675898]
768_2755	chr9	136363622	136364022	+	1000	127.0	[7.9191227]	[112]	[]	[]	[136363814]	[]
768_2756	chr1	12528565	12528965	+	1000	126.5	[10.371254]	[124]	[]	[]	[12528785]	[]
768_2757	chr1	36248305	36248705	+	1000	126.5	[]	[]	[10.371254]	[148]	[]	[36248532]
768_2758	chr1	161749395	161749795	+	1000	126.5	[10.338945]	[163]	[]	[]	[161749597]	[]
768_2760	chr10	15860390	15860790	+	1000	126.5	[]	[]	[10.371254]	[165]	[]	[15860629]
768_2762	chr17	27654572	27654972	+	1000	126.5	[10.338945]	[92]	[]	[]	[27654755]	[]
768_2763	chr18	23259628	23260028	+	1000	126.5	[]	[]	[10.371254]	[118]	[]	[23259821]
768_2767	chr2	74465296	74465696	+	1000	126.5	[]	[]	[7.9191227]	[178]	[]	[74465529]
768_2768	chr2	97740610	97741010	+	1000	126.5	[7.9514318]	[267]	[7.9514318]	[201]	[97740848]	[97740782]
768_2770	chr17	42407484	42407884	+	1000	126.0	[]	[]	[10.371254]	[129]	[]	[42407690]
768_2771	chr17	45333013	45333413	+	1000	126.0	[]	[]	[10.371254]	[131]	[]	[45333190]
768_2772	chr19	7943486	7943886	+	1000	126.0	[]	[]	[10.371254]	[94]	[]	[7943666]
768_2775	chr3	15065156	15065556	+	1000	126.0	[]	[]	[7.9191227]	[147]	[]	[15065388]
768_2776	chr5	72818945	72819345	+	1000	126.0	[10.371254]	[143]	[]	[]	[72819179]	[]
768_2777	chr6	43631072	43631472	+	1000	126.0	[10.371254]	[96]	[]	[]	[43631261]	[]
768_2778	chr8	22604456	22604856	+	1000	126.0	[7.9514318]	[142]	[]	[]	[22604686]	[]
768_278	chr17	82065689	82066089	+	1000	992.0	[7.9514318, 7.9191227, 10.371254, 10.371254]	[122, 135, 142, 155]	[]	[]	[82065903, 82065916, 82065923, 82065936]	[]
768_2780	chrX	11254430	11254830	+	1000	126.0	[]	[]	[10.371254]	[129]	[]	[11254657]
768_2784	chr13	52165452	52165852	+	1000	125.5	[10.338945]	[117]	[]	[]	[52165633]	[]
768_2787	chr22	20021136	20021536	+	1000	125.5	[10.338945]	[192]	[]	[]	[20021322]	[]
768_2788	chr1	40808907	40809307	+	1000	125.0	[]	[]	[10.371254]	[85]	[]	[40809086]
768_279	chr16	13919975	13920375	+	1000	991.0	[]	[]	[7.9191227]	[87]	[]	[13920148]
768_2793	chr10	75429948	75430348	+	1000	125.0	[]	[]	[10.371254]	[121]	[]	[75430131]
768_2794	chr11	68839181	68839581	+	1000	125.0	[10.371254]	[141]	[]	[]	[68839407]	[]
768_2795	chr19	47313156	47313556	+	1000	125.0	[]	[]	[10.371254]	[109]	[]	[47313345]
768_2797	chr2	70921875	70922275	+	1000	125.0	[10.371254]	[105]	[]	[]	[70922067]	[]
768_2798	chr3	20186144	20186544	+	1000	125.0	[]	[]	[7.9191227]	[186]	[]	[20186392]
768_28	chr3	15378145	15378545	+	1000	1223.0	[7.9191227]	[93]	[]	[]	[15378338]	[]
768_280	chr12	70243190	70243590	+	1000	990.0	[10.338945]	[96]	[]	[]	[70243382]	[]
768_2802	chr8	125312672	125313072	+	1000	125.0	[]	[]	[10.371254]	[135]	[]	[125312879]
768_2803	chr1	46527818	46528218	+	1000	124.5	[10.371254]	[148]	[10.371254]	[95]	[46528041]	[46527988]
768_2804	chr1	150562268	150562668	+	1000	124.5	[10.371254, 10.338945]	[138, 149]	[]	[]	[150562498, 150562509]	[]
768_2807	chr12	113582630	113583030	+	1000	124.5	[10.371254, 10.338945]	[74, 112]	[10.371254]	[106]	[113582788, 113582826]	[113582820]
768_2808	chr16	10738772	10739172	+	1000	124.5	[]	[]	[10.371254]	[83]	[]	[10738954]
768_2809	chr16	85355230	85355630	+	1000	124.5	[]	[]	[10.371254, 10.338945]	[129, 141]	[]	[85355440, 85355452]
768_2811	chr19	40523166	40523566	+	1000	124.5	[]	[]	[10.371254]	[229]	[]	[40523406]
768_2812	chr20	31880010	31880410	+	1000	124.5	[]	[]	[10.338945]	[112]	[]	[31880197]
768_2814	chr7	150324654	150325054	+	1000	124.5	[]	[]	[10.338945]	[135]	[]	[150324884]
768_2815	chr8	93916512	93916912	+	1000	124.5	[10.338945]	[122]	[10.338945]	[184]	[93916701]	[93916763]
768_2816	chr8	104617270	104617670	+	1000	124.5	[]	[]	[10.371254]	[187]	[]	[104617472]
768_2817	chr9	92115226	92115626	+	1000	124.5	[10.338945]	[81]	[]	[]	[92115396]	[]
768_282	chr6	33322905	33323305	+	1000	990.0	[7.9514318]	[125]	[]	[]	[33323107]	[]
768_2820	chr11	119333978	119334378	+	1000	124.0	[]	[]	[10.371254, 7.9191227]	[168, 175]	[]	[119334198, 119334205]
768_2822	chr2	30290659	30291059	+	1000	124.0	[10.371254]	[143]	[]	[]	[30290882]	[]
768_2823	chr2	39437931	39438331	+	1000	124.0	[]	[]	[10.371254]	[136]	[]	[39438157]
768_2824	chr2	45578495	45578895	+	1000	124.0	[10.371254]	[145]	[]	[]	[45578719]	[]
768_2825	chr21	36430001	36430401	+	1000	124.0	[]	[]	[10.338945]	[174]	[]	[36430247]
768_283	chr8	144078369	144078769	+	1000	989.5	[10.371254]	[114]	[]	[]	[144078575]	[]
768_2830	chr6	168116953	168117353	+	1000	124.0	[10.371254]	[105]	[]	[]	[168117153]	[]
768_2831	chr9	129460268	129460668	+	1000	124.0	[10.371254]	[117]	[]	[]	[129460474]	[]
768_2832	chrX	46545208	46545608	+	1000	124.0	[10.338945]	[139]	[]	[]	[46545440]	[]
768_2833	chr1	35887041	35887441	+	1000	123.5	[]	[]	[10.371254, 10.338945]	[78, 89]	[]	[35887215, 35887226]
768_2836	chr11	96082348	96082748	+	1000	123.5	[7.9514318]	[150]	[]	[]	[96082575]	[]
768_2837	chr16	9052965	9053365	+	1000	123.5	[10.371254]	[195]	[]	[]	[9053180]	[]
768_2838	chr19	43504111	43504511	+	1000	123.5	[7.9191227]	[241]	[]	[]	[43504356]	[]
768_2839	chr22	17628600	17629000	+	1000	123.5	[]	[]	[10.338945]	[126]	[]	[17628797]
768_2840	chr3	179604566	179604966	+	1000	123.5	[]	[]	[10.338945]	[160]	[]	[179604779]
768_2842	chr5	39599650	39600050	+	1000	123.5	[10.338945, 10.371254]	[161, 168]	[]	[]	[39599865, 39599872]	[]
768_2847	chr7	135557725	135558125	+	1000	123.5	[10.371254]	[151]	[]	[]	[135557880]	[]
768_2848	chr7	151056220	151056620	+	1000	123.5	[10.338945]	[77]	[]	[]	[151056389]	[]
768_2850	chr1	35136778	35137178	+	1000	123.0	[10.338945]	[180]	[]	[]	[35137021]	[]
768_2851	chr1	156748618	156749018	+	1000	123.0	[]	[]	[10.338945]	[109]	[]	[156748804]
768_2852	chr1	160658377	160658777	+	1000	123.0	[10.371254]	[152]	[10.371254]	[112]	[160658619]	[160658579]
768_2853	chr10	72320667	72321067	+	1000	123.0	[10.371254]	[136]	[]	[]	[72320827]	[]
768_2856	chr17	77088391	77088791	+	1000	123.0	[]	[]	[7.9191227, 10.338945]	[114, 138]	[]	[77088552, 77088576]
768_2857	chr18	3602989	3603389	+	1000	123.0	[10.371254]	[107]	[]	[]	[3603181]	[]
768_2858	chr19	38879118	38879518	+	1000	123.0	[10.371254, 10.371254, 10.338945]	[125, 141, 159]	[]	[]	[38879323, 38879339, 38879357]	[]
768_2859	chr19	43798052	43798452	+	1000	123.0	[10.338945, 10.338945]	[69, 94]	[]	[]	[43798204, 43798229]	[]
768_2862	chr2	158321210	158321610	+	1000	123.0	[10.338945]	[91]	[]	[]	[158321361]	[]
768_2863	chr2	200367119	200367519	+	1000	123.0	[10.371254]	[159]	[10.371254, 10.371254]	[129, 171]	[200367348]	[200367318, 200367360]
768_2866	chr6	33280034	33280434	+	1000	123.0	[]	[]	[10.338945, 10.371254]	[73, 148]	[]	[33280199, 33280274]
768_2867	chr6	39934293	39934693	+	1000	123.0	[10.338945]	[102]	[]	[]	[39934482]	[]
768_287	chr2	101002044	101002444	+	1000	988.0	[]	[]	[7.9191227]	[92]	[]	[101002232]
768_2870	chr8	143990876	143991276	+	1000	123.0	[10.371254]	[116]	[]	[]	[143991080]	[]
768_2877	chr14	100068084	100068484	+	1000	122.5	[10.338945]	[115]	[]	[]	[100068279]	[]
768_2879	chr5	150485525	150485925	+	1000	122.5	[10.338945]	[140]	[]	[]	[150485756]	[]
768_288	chr6	43687612	43688012	+	1000	988.0	[]	[]	[10.371254]	[87]	[]	[43687796]
768_2880	chr1	31170687	31171087	+	1000	122.0	[10.371254]	[107]	[]	[]	[31170860]	[]
768_2882	chr1	58699832	58700232	+	1000	122.0	[]	[]	[10.338945]	[133]	[]	[58700062]
768_2887	chr12	68808564	68808964	+	1000	122.0	[10.371254]	[133]	[]	[]	[68808768]	[]
768_2888	chr13	91136792	91137192	+	1000	122.0	[]	[]	[10.371254, 10.371254, 10.371254, 10.338945]	[113, 147, 154, 171]	[]	[91136969, 91137003, 91137010, 91137027]
768_2889	chr14	104919134	104919534	+	1000	122.0	[]	[]	[10.338945]	[125]	[]	[104919347]
768_2890	chr16	3024116	3024516	+	1000	122.0	[10.338945]	[161]	[]	[]	[3024359]	[]
768_2893	chr19	200161	200561	+	1000	122.0	[]	[]	[10.371254, 10.371254]	[80, 129]	[]	[200338, 200387]
768_2896	chr6	2903188	2903588	+	1000	122.0	[7.9191227, 10.371254]	[74, 151]	[]	[]	[2903345, 2903422]	[]
768_290	chr12	48157306	48157706	+	1000	985.5	[]	[]	[10.338945]	[104]	[]	[48157504]
768_2900	chr12	6950414	6950814	+	1000	121.5	[10.338945]	[65]	[]	[]	[6950573]	[]
768_2901	chr13	19633280	19633680	+	1000	121.5	[]	[]	[10.371254]	[114]	[]	[19633474]
768_2902	chr15	40807334	40807734	+	1000	121.5	[10.338945]	[119]	[]	[]	[40807548]	[]
768_2909	chr5	123460250	123460650	+	1000	121.5	[]	[]	[10.371254]	[104]	[]	[123460434]
768_291	chr19	58475827	58476227	+	1000	983.5	[10.338945, 10.338945]	[77, 85]	[]	[]	[58476002, 58476010]	[]
768_2913	chr9	34048990	34049390	+	1000	121.5	[]	[]	[10.371254]	[132]	[]	[34049193]
768_2915	chr9	120842854	120843254	+	1000	121.5	[7.9514318]	[152]	[]	[]	[120843099]	[]
768_2916	chr1	11842259	11842659	+	1000	121.0	[]	[]	[10.338945]	[151]	[]	[11842489]
768_2917	chr1	182359607	182360007	+	1000	121.0	[10.338945, 10.371254]	[105, 113]	[]	[]	[182359799, 182359807]	[]
768_292	chr2	27890199	27890599	+	1000	983.0	[]	[]	[10.371254, 7.9191227]	[80, 98]	[]	[27890378, 27890396]
768_2923	chr6	16215527	16215927	+	1000	121.0	[]	[]	[10.371254]	[148]	[]	[16215748]
768_2928	chr10	68554780	68555180	+	1000	120.5	[]	[]	[10.371254]	[298]	[]	[68555008]
768_2929	chr11	65903128	65903528	+	1000	120.5	[]	[]	[10.371254]	[185]	[]	[65903374]
768_293	chr2	231961505	231961905	+	1000	982.0	[]	[]	[10.338945]	[96]	[]	[231961699]
768_2930	chr12	43847935	43848335	+	1000	120.5	[10.371254]	[88]	[]	[]	[43848100]	[]
768_2931	chr12	108856804	108857204	+	1000	120.5	[10.338945, 10.371254, 10.338945]	[77, 114, 156]	[]	[]	[108856971, 108857008, 108857050]	[]
768_2932	chr14	96803032	96803432	+	1000	120.5	[10.338945]	[154]	[]	[]	[96803266]	[]
768_2935	chr19	11353359	11353759	+	1000	120.5	[]	[]	[10.371254, 10.338945, 10.338945]	[117, 167, 174]	[]	[11353543, 11353593, 11353600]
768_294	chr10	73252490	73252890	+	1000	981.0	[]	[]	[10.338945]	[124]	[]	[73252703]
768_2941	chr6	28141740	28142140	+	1000	120.5	[]	[]	[7.9514318]	[208]	[]	[28141959]
768_2942	chr6	106135116	106135516	+	1000	120.5	[10.338945, 10.338945]	[53, 90]	[]	[]	[106135268, 106135305]	[]
768_2943	chr9	130940975	130941375	+	1000	120.5	[]	[]	[10.338945]	[122]	[]	[130941153]
768_2944	chrX	123563284	123563684	+	1000	120.5	[]	[]	[7.9514318, 10.338945]	[138, 198]	[]	[123563440, 123563500]
768_2946	chr1	155135132	155135532	+	1000	120.0	[10.338945]	[82]	[10.338945]	[128]	[155135293]	[155135339]
768_2948	chr10	83983667	83984067	+	1000	120.0	[10.371254]	[95]	[]	[]	[83983861]	[]
768_2949	chr14	103176209	103176609	+	1000	120.0	[]	[]	[10.338945]	[134]	[]	[103176377]
