#PeakID(python identify_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_25414	chr19	8324700	8325100	+	1000	40.0	[4.611834]	[150]	[5.088419]	[150]	[8324948]	[8324948]
345_25419	chr19	13847547	13847947	+	1000	40.0	[11.270045, 4.611834, 4.611834]	[118, 134, 152]	[11.270045, 4.611834, 9.465482]	[118, 134, 152]	[13847744, 13847760, 13847778]	[13847744, 13847760, 13847778]
345_25432	chr19	49590182	49590582	+	1000	40.0	[4.611834]	[142]	[4.611834]	[142]	[49590391]	[49590391]
345_25435	chr19	50794353	50794753	+	859	40.0	[4.611834]	[185]	[5.088419]	[185]	[50794553]	[50794553]
345_25436	chr19	55176140	55176540	+	1000	40.0	[9.465482]	[71]	[4.611834]	[71]	[55176302]	[55176302]
345_25442	chr2	23330179	23330579	+	1000	40.0	[4.611834, 8.356634, 4.611834]	[85, 100, 117]	[4.611834, 4.611834, 4.611834]	[85, 100, 117]	[23330346, 23330361, 23330378]	[23330346, 23330361, 23330378]
345_25450	chr2	43228427	43228827	+	920	40.0	[4.611834, 11.270045]	[109, 154]	[9.465482, 11.270045]	[109, 154]	[43228618, 43228663]	[43228618, 43228663]
345_25455	chr2	83926117	83926517	+	954	40.0	[5.088419]	[85]	[4.611834]	[85]	[83926291]	[83926291]
345_25468	chr2	156332367	156332767	+	988	40.0	[4.611834]	[142]	[4.611834]	[142]	[156332574]	[156332574]
345_25474	chr2	178450805	178451205	+	1000	40.0	[4.611834, 4.611834, 4.611834]	[126, 182, 185]	[4.611834, 4.611834, 4.611834]	[126, 182, 185]	[178450992, 178451048, 178451051]	[178450992, 178451048, 178451051]
345_25475	chr2	189516510	189516910	+	1000	40.0	[4.611834]	[65]	[4.611834]	[65]	[189516666]	[189516666]
345_25477	chr2	200795095	200795495	+	1000	40.0	[4.611834, 4.611834]	[51, 67]	[4.611834, 9.465482]	[51, 67]	[200795246, 200795262]	[200795246, 200795262]
345_25488	chr20	46089675	46090075	+	1000	40.0	[4.611834, 4.611834]	[128, 151]	[4.611834, 5.088419]	[128, 151]	[46089864, 46089887]	[46089864, 46089887]
345_25498	chr21	43824210	43824610	+	1000	40.0	[4.611834, 4.611834, 4.611834]	[77, 134, 137]	[4.611834, 4.611834, 4.611834]	[77, 134, 137]	[43824364, 43824421, 43824424]	[43824364, 43824421, 43824424]
345_2550	chr1	67479334	67479734	+	1000	374.0	[11.270045, 4.611834, 4.611834]	[84, 104, 135]	[11.270045, 4.611834, 4.611834]	[84, 104, 135]	[67479513, 67479533, 67479564]	[67479513, 67479533, 67479564]
345_25500	chr21	45122728	45123128	+	1000	40.0	[4.611834, 11.270045]	[77, 121]	[5.088419, 11.270045]	[77, 121]	[45122902, 45122946]	[45122902, 45122946]
345_25501	chr22	19233228	19233628	+	1000	40.0	[4.611834, 4.611834, 9.465482]	[60, 142, 154]	[4.611834, 4.611834, 4.611834]	[60, 142, 154]	[19233382, 19233464, 19233476]	[19233382, 19233464, 19233476]
345_25508	chr22	22770162	22770562	+	1000	40.0	[11.270045, 4.611834, 4.611834]	[86, 107, 117]	[11.270045, 5.088419, 4.611834]	[86, 107, 117]	[22770341, 22770362, 22770372]	[22770341, 22770362, 22770372]
345_25515	chr22	39316294	39316694	+	1000	40.0	[4.611834, 8.356634]	[71, 157]	[4.611834, 4.611834]	[71, 157]	[39316448, 39316534]	[39316448, 39316534]
345_25516	chr22	40436653	40437053	+	1000	40.0	[4.611834, 4.611834]	[89, 120]	[4.611834, 4.611834]	[89, 120]	[40436829, 40436860]	[40436829, 40436860]
345_25521	chr3	15601869	15602269	+	1000	40.0	[4.611834]	[91]	[4.611834]	[91]	[15602054]	[15602054]
345_25527	chr3	43695446	43695846	+	675	40.0	[9.465482]	[141]	[4.611834]	[141]	[43695666]	[43695666]
345_2553	chr19	5090978	5091378	+	1000	374.0	[4.611834]	[152]	[4.611834]	[152]	[5091224]	[5091224]
345_25530	chr3	49500967	49501367	+	1000	40.0	[4.611834]	[164]	[4.611834]	[164]	[49501200]	[49501200]
345_25532	chr3	52547190	52547590	+	1000	40.0	[4.611834, 9.465482]	[91, 101]	[4.611834, 4.611834]	[91, 101]	[52547381, 52547391]	[52547381, 52547391]
345_25533	chr3	65118890	65119290	+	1000	40.0	[4.611834]	[84]	[8.356634]	[84]	[65119072]	[65119072]
345_2554	chr2	27537330	27537730	+	1000	374.0	[4.611834, 5.088419]	[112, 122]	[4.611834, 4.611834]	[112, 122]	[27537534, 27537544]	[27537534, 27537544]
345_25540	chr3	150902966	150903366	+	1000	40.0	[4.611834]	[88]	[9.465482]	[88]	[150903134]	[150903134]
345_25541	chr3	152276733	152277133	+	1000	40.0	[11.270045]	[156]	[11.270045]	[156]	[152276973]	[152276973]
345_25544	chr3	171646862	171647262	+	1000	40.0	[4.611834]	[150]	[9.465482]	[150]	[171647094]	[171647094]
345_25550	chr3	194089571	194089971	+	771	40.0	[4.611834]	[101]	[4.611834]	[101]	[194089753]	[194089753]
345_25551	chr3	194633752	194634152	+	782	40.0	[4.611834]	[112]	[4.611834]	[112]	[194633939]	[194633939]
345_25559	chr4	67719984	67720384	+	1000	40.0	[9.465482, 4.611834, 4.611834]	[78, 105, 149]	[4.611834, 4.611834, 4.611834]	[78, 105, 149]	[67720137, 67720164, 67720208]	[67720137, 67720164, 67720208]
345_2556	chr3	184185656	184186056	+	1000	374.0	[4.611834]	[71]	[4.611834]	[71]	[184185825]	[184185825]
345_25560	chr4	70993521	70993921	+	979	40.0	[4.611834]	[180]	[4.611834]	[180]	[70993717]	[70993717]
345_25561	chr4	74099224	74099624	+	1000	40.0	[4.611834]	[117]	[8.356634]	[117]	[74099391]	[74099391]
345_2557	chr6	10401616	10402016	+	1000	374.0	[4.611834]	[82]	[4.611834]	[82]	[10401797]	[10401797]
345_25570	chr4	189881147	189881547	+	1000	40.0	[4.611834]	[124]	[9.465482]	[124]	[189881370]	[189881370]
345_25577	chr5	42591014	42591414	+	1000	40.0	[11.270045, 4.611834, 4.611834]	[99, 130, 142]	[11.270045, 4.611834, 4.611834]	[99, 130, 142]	[42591176, 42591207, 42591219]	[42591176, 42591207, 42591219]
345_25579	chr5	56111031	56111431	+	764	40.0	[4.611834, 4.611834]	[87, 90]	[4.611834, 4.611834]	[87, 90]	[56111200, 56111203]	[56111200, 56111203]
345_25585	chr5	74446570	74446970	+	1000	40.0	[4.611834]	[115]	[4.611834]	[115]	[74446765]	[74446765]
345_25587	chr5	80870313	80870713	+	1000	40.0	[4.611834, 4.611834]	[121, 159]	[4.611834, 5.088419]	[121, 159]	[80870520, 80870558]	[80870520, 80870558]
345_25592	chr5	108934619	108935019	+	960	40.0	[4.611834]	[112]	[4.611834]	[112]	[108934813]	[108934813]
345_25595	chr5	126776446	126776846	+	1000	40.0	[4.611834]	[89]	[4.611834]	[89]	[126776619]	[126776619]
345_25612	chr6	26501087	26501487	+	1000	40.0	[9.465482]	[129]	[4.611834]	[129]	[26501316]	[26501316]
345_25617	chr6	31972457	31972857	+	1000	40.0	[4.611834, 11.270045]	[126, 146]	[4.611834, 11.270045]	[126, 146]	[31972633, 31972653]	[31972633, 31972653]
345_2562	chr10	60073436	60073836	+	1000	373.0	[4.611834]	[148]	[4.611834]	[148]	[60073683]	[60073683]
345_25621	chr6	52299733	52300133	+	1000	40.0	[4.611834]	[104]	[4.611834]	[104]	[52299933]	[52299933]
345_25631	chr6	133953981	133954381	+	1000	40.0	[4.611834, 4.611834, 4.611834, 4.611834]	[90, 148, 169, 176]	[9.465482, 9.465482, 9.465482, 5.088419]	[90, 148, 169, 176]	[133954134, 133954192, 133954213, 133954220]	[133954134, 133954192, 133954213, 133954220]
345_25634	chr6	143163623	143164023	+	983	40.0	[8.356634]	[90]	[4.611834]	[90]	[143163799]	[143163799]
345_25642	chr7	2195378	2195778	+	1000	40.0	[4.611834]	[192]	[5.088419]	[192]	[2195617]	[2195617]
345_25646	chr7	19106689	19107089	+	1000	40.0	[4.611834, 4.611834, 9.465482]	[67, 92, 101]	[4.611834, 4.611834, 4.611834]	[67, 92, 101]	[19106849, 19106874, 19106883]	[19106849, 19106874, 19106883]
345_2565	chr5	1185740	1186140	+	1000	373.0	[4.611834, 11.270045, 4.611834]	[56, 66, 111]	[4.611834, 11.270045, 4.611834]	[56, 66, 111]	[1185892, 1185902, 1185947]	[1185892, 1185902, 1185947]
345_25650	chr7	50276611	50277011	+	1000	40.0	[4.611834]	[128]	[4.611834]	[128]	[50276820]	[50276820]
345_25653	chr7	92133665	92134065	+	1000	40.0	[4.611834, 4.611834]	[78, 148]	[4.611834, 4.611834]	[78, 148]	[92133842, 92133912]	[92133842, 92133912]
345_25659	chr7	106718223	106718623	+	1000	40.0	[11.270045]	[91]	[11.270045]	[91]	[106718395]	[106718395]
345_25663	chr7	116846678	116847078	+	862	40.0	[4.611834, 4.611834]	[71, 109]	[4.611834, 4.611834]	[71, 109]	[116846849, 116846887]	[116846849, 116846887]
345_25666	chr7	144830804	144831204	+	1000	40.0	[11.270045]	[92]	[11.270045]	[92]	[144830988]	[144830988]
345_25667	chr7	151027975	151028375	+	1000	40.0	[4.611834]	[173]	[4.611834]	[173]	[151028160]	[151028160]
345_25668	chr7	151172547	151172947	+	843	40.0	[4.611834, 4.611834]	[73, 83]	[4.611834, 8.356634]	[73, 83]	[151172711, 151172721]	[151172711, 151172721]
345_25670	chr8	274411	274811	+	1000	40.0	[4.611834]	[122]	[9.465482]	[122]	[274629]	[274629]
345_25672	chr8	17216758	17217158	+	1000	40.0	[9.465482]	[84]	[4.611834]	[84]	[17216935]	[17216935]
345_25677	chr8	38938360	38938760	+	1000	40.0	[4.611834, 4.611834, 4.611834]	[85, 100, 154]	[4.611834, 4.611834, 4.611834]	[85, 100, 154]	[38938536, 38938551, 38938605]	[38938536, 38938551, 38938605]
345_25680	chr8	70220276	70220676	+	1000	40.0	[4.611834]	[150]	[4.611834]	[150]	[70220510]	[70220510]
345_25689	chr8	144313704	144314104	+	1000	40.0	[4.611834, 4.611834]	[95, 147]	[4.611834, 4.611834]	[95, 147]	[144313896, 144313948]	[144313896, 144313948]
345_25691	chr8	144521882	144522282	+	1000	40.0	[4.611834, 4.611834]	[96, 128]	[4.611834, 8.356634]	[96, 128]	[144522075, 144522107]	[144522075, 144522107]
345_25694	chr9	37485763	37486163	+	1000	40.0	[4.611834, 4.611834]	[198, 201]	[4.611834, 4.611834]	[198, 201]	[37486004, 37486007]	[37486004, 37486007]
345_25697	chr9	98315549	98315949	+	770	40.0	[4.611834]	[144]	[4.611834]	[144]	[98315767]	[98315767]
345_25711	chr9	131193016	131193416	+	953	40.0	[4.611834, 4.611834]	[119, 122]	[4.611834, 4.611834]	[119, 122]	[131193228, 131193231]	[131193228, 131193231]
345_25717	chrX	49675122	49675522	+	756	40.0	[4.611834]	[116]	[9.465482]	[116]	[49675338]	[49675338]
345_25721	chrX	130166117	130166517	+	1000	40.0	[8.356634, 8.356634]	[126, 213]	[4.611834, 4.611834]	[126, 213]	[130166276, 130166363]	[130166276, 130166363]
345_25722	chrX	130468363	130468763	+	1000	40.0	[4.611834, 11.270045]	[83, 93]	[4.611834, 11.270045]	[83, 93]	[130468539, 130468549]	[130468539, 130468549]
345_25724	chrX	135032196	135032596	+	1000	40.0	[11.270045]	[108]	[11.270045]	[108]	[135032399]	[135032399]
345_25725	chrX	148591962	148592362	+	1000	40.0	[8.356634]	[132]	[4.611834]	[132]	[148592172]	[148592172]
345_25726	chr1	8409094	8409494	+	1000	39.0	[4.611834]	[78]	[4.611834]	[78]	[8409260]	[8409260]
345_25727	chr1	10211819	10212219	+	661	39.0	[4.611834]	[157]	[4.611834]	[157]	[10212045]	[10212045]
345_25739	chr1	36464154	36464554	+	1000	39.0	[8.356634]	[148]	[4.611834]	[148]	[36464384]	[36464384]
345_25740	chr1	36865047	36865447	+	1000	39.0	[11.270045, 4.611834, 11.270045]	[102, 144, 167]	[11.270045, 4.611834, 11.270045]	[102, 144, 167]	[36865228, 36865270, 36865293]	[36865228, 36865270, 36865293]
345_25743	chr1	46528060	46528460	+	1000	39.0	[4.611834]	[114]	[9.465482]	[114]	[46528255]	[46528255]
345_25749	chr1	94000490	94000890	+	1000	39.0	[4.611834, 4.611834, 4.611834, 4.611834]	[109, 112, 115, 140]	[9.465482, 4.611834, 4.611834, 5.088419]	[109, 112, 115, 140]	[94000685, 94000688, 94000691, 94000716]	[94000685, 94000688, 94000691, 94000716]
345_25758	chr1	151486499	151486899	+	863	39.0	[4.611834]	[118]	[8.356634]	[118]	[151486714]	[151486714]
345_25759	chr1	156648928	156649328	+	1000	39.0	[11.270045, 4.611834, 4.611834]	[104, 112, 138]	[11.270045, 4.611834, 4.611834]	[104, 112, 138]	[156649128, 156649136, 156649162]	[156649128, 156649136, 156649162]
345_25760	chr1	165769124	165769524	+	1000	39.0	[4.611834]	[104]	[4.611834]	[104]	[165769299]	[165769299]
345_25765	chr1	205236441	205236841	+	1000	39.0	[4.611834, 5.088419]	[89, 92]	[4.611834, 4.611834]	[89, 92]	[205236624, 205236627]	[205236624, 205236627]
345_25769	chr1	211548653	211549053	+	549	39.0	[9.465482]	[162]	[4.611834]	[162]	[211548818]	[211548818]
345_2578	chr17	78783793	78784193	+	1000	372.0	[4.611834]	[92]	[9.465482]	[92]	[78783983]	[78783983]
345_25780	chr1	247936885	247937285	+	1000	39.0	[5.088419, 4.611834, 4.611834, 5.088419]	[62, 89, 145, 158]	[4.611834, 5.088419, 4.611834, 4.611834]	[62, 89, 145, 158]	[247937036, 247937063, 247937119, 247937132]	[247937036, 247937063, 247937119, 247937132]
345_25784	chr10	17230333	17230733	+	1000	39.0	[4.611834, 4.611834, 11.270045]	[145, 157, 189]	[4.611834, 4.611834, 11.270045]	[145, 157, 189]	[17230503, 17230515, 17230547]	[17230503, 17230515, 17230547]
345_25790	chr10	50624419	50624819	+	788	39.0	[4.611834]	[128]	[4.611834]	[128]	[50624624]	[50624624]
345_25794	chr10	72691996	72692396	+	641	39.0	[4.611834, 4.611834, 4.611834]	[102, 146, 167]	[4.611834, 4.611834, 4.611834]	[102, 146, 167]	[72692179, 72692223, 72692244]	[72692179, 72692223, 72692244]
345_25795	chr10	75235880	75236280	+	1000	39.0	[4.611834]	[89]	[9.465482]	[89]	[75236062]	[75236062]
345_25798	chr10	92757720	92758120	+	707	39.0	[5.088419, 11.270045]	[152, 180]	[4.611834, 11.270045]	[152, 180]	[92757934, 92757962]	[92757934, 92757962]
345_25800	chr10	96129740	96130140	+	1000	39.0	[4.611834, 4.611834]	[153, 165]	[4.611834, 4.611834]	[153, 165]	[96129909, 96129921]	[96129909, 96129921]
345_2581	chr6	20458325	20458725	+	1000	372.0	[4.611834]	[85]	[4.611834]	[85]	[20458497]	[20458497]
345_25813	chr11	46237591	46237991	+	1000	39.0	[4.611834]	[162]	[4.611834]	[162]	[46237817]	[46237817]
345_2582	chr8	143387779	143388179	+	1000	372.0	[4.611834, 4.611834]	[137, 149]	[9.465482, 4.611834]	[137, 149]	[143388016, 143388028]	[143388016, 143388028]
345_25821	chr11	68903660	68904060	+	940	39.0	[4.611834]	[126]	[4.611834]	[126]	[68903886]	[68903886]
345_2583	chr1	87180130	87180530	+	1000	371.0	[11.270045]	[126]	[11.270045]	[126]	[87180348]	[87180348]
345_25830	chr11	100712400	100712800	+	1000	39.0	[5.088419, 5.088419]	[77, 127]	[4.611834, 4.611834]	[77, 127]	[100712574, 100712624]	[100712574, 100712624]
345_25831	chr11	113373964	113374364	+	1000	39.0	[4.611834, 4.611834]	[101, 137]	[4.611834, 9.465482]	[101, 137]	[113374123, 113374159]	[113374123, 113374159]
345_25835	chr11	120338197	120338597	+	864	39.0	[4.611834]	[114]	[4.611834]	[114]	[120338402]	[120338402]
345_25837	chr11	128894761	128895161	+	1000	39.0	[4.611834, 4.611834, 8.356634]	[151, 175, 183]	[4.611834, 9.465482, 4.611834]	[151, 175, 183]	[128894976, 128895000, 128895008]	[128894976, 128895000, 128895008]
345_25840	chr12	23810512	23810912	+	920	39.0	[4.611834, 4.611834]	[78, 113]	[4.611834, 9.465482]	[78, 113]	[23810687, 23810722]	[23810687, 23810722]
345_25843	chr12	56522321	56522721	+	1000	39.0	[4.611834]	[143]	[4.611834]	[143]	[56522529]	[56522529]
345_2585	chr1	180611268	180611668	+	1000	371.0	[11.270045]	[121]	[11.270045]	[121]	[180611489]	[180611489]
345_25853	chr12	93688956	93689356	+	1000	39.0	[4.611834]	[150]	[4.611834]	[150]	[93689188]	[93689188]
345_25865	chr12	122225804	122226204	+	1000	39.0	[4.611834]	[98]	[4.611834]	[98]	[122225956]	[122225956]
345_25871	chr13	48142394	48142794	+	973	39.0	[4.611834]	[146]	[4.611834]	[146]	[48142637]	[48142637]
345_25873	chr14	21269187	21269587	+	1000	39.0	[4.611834, 4.611834]	[81, 84]	[4.611834, 4.611834]	[81, 84]	[21269366, 21269369]	[21269366, 21269369]
345_25877	chr14	87993157	87993557	+	1000	39.0	[4.611834, 4.611834, 4.611834]	[120, 146, 168]	[4.611834, 4.611834, 5.088419]	[120, 146, 168]	[87993356, 87993382, 87993404]	[87993356, 87993382, 87993404]
345_25882	chr15	35701642	35702042	+	1000	39.0	[9.465482]	[111]	[4.611834]	[111]	[35701839]	[35701839]
345_25884	chr15	51714110	51714510	+	1000	39.0	[4.611834, 4.611834, 4.611834, 4.611834]	[91, 104, 111, 153]	[4.611834, 9.465482, 4.611834, 4.611834]	[91, 104, 111, 153]	[51714294, 51714307, 51714314, 51714356]	[51714294, 51714307, 51714314, 51714356]
345_25885	chr15	55196811	55197211	+	1000	39.0	[9.465482]	[161]	[4.611834]	[161]	[55197031]	[55197031]
345_25890	chr15	67784400	67784800	+	968	39.0	[5.088419, 4.611834]	[90, 170]	[4.611834, 5.088419]	[90, 170]	[67784567, 67784647]	[67784567, 67784647]
345_25892	chr15	72231043	72231443	+	589	39.0	[4.611834]	[138]	[4.611834]	[138]	[72231222]	[72231222]
345_25893	chr15	74387046	74387446	+	1000	39.0	[4.611834, 5.088419]	[97, 131]	[4.611834, 4.611834]	[97, 131]	[74387235, 74387269]	[74387235, 74387269]
345_25898	chr15	100842946	100843346	+	1000	39.0	[9.465482, 4.611834]	[133, 141]	[4.611834, 4.611834]	[133, 141]	[100843164, 100843172]	[100843164, 100843172]
345_259	chr1	182299997	182300397	+	1000	687.0	[4.611834, 4.611834]	[101, 120]	[4.611834, 8.356634]	[101, 120]	[182300194, 182300213]	[182300194, 182300213]
345_25903	chr16	18800622	18801022	+	1000	39.0	[4.611834]	[157]	[4.611834]	[157]	[18800817]	[18800817]
345_25919	chr17	28811789	28812189	+	732	39.0	[4.611834]	[187]	[9.465482]	[187]	[28812039]	[28812039]
345_2592	chr6	134315204	134315604	+	1000	371.0	[4.611834]	[67]	[4.611834]	[67]	[134315370]	[134315370]
345_25925	chr17	50127632	50128032	+	719	39.0	[9.465482, 11.270045, 4.611834]	[58, 135, 155]	[4.611834, 11.270045, 4.611834]	[58, 135, 155]	[50127783, 50127860, 50127880]	[50127783, 50127860, 50127880]
345_25929	chr17	58391474	58391874	+	1000	39.0	[5.088419]	[116]	[4.611834]	[116]	[58391668]	[58391668]
345_25934	chr17	75074468	75074868	+	776	39.0	[11.270045, 9.465482, 4.611834]	[110, 116, 153]	[11.270045, 4.611834, 4.611834]	[110, 116, 153]	[75074669, 75074675, 75074712]	[75074669, 75074675, 75074712]
345_25935	chr17	75707162	75707562	+	1000	39.0	[4.611834]	[115]	[4.611834]	[115]	[75707369]	[75707369]
345_2595	chr16	88497793	88498193	+	1000	370.0	[4.611834, 4.611834]	[127, 144]	[4.611834, 4.611834]	[127, 144]	[88498004, 88498021]	[88498004, 88498021]
345_25950	chr19	16371540	16371940	+	685	39.0	[4.611834, 4.611834]	[83, 117]	[4.611834, 4.611834]	[83, 117]	[16371711, 16371745]	[16371711, 16371745]
345_25953	chr19	18484691	18485091	+	636	39.0	[4.611834, 4.611834]	[105, 146]	[8.356634, 9.465482]	[105, 146]	[18484894, 18484935]	[18484894, 18484935]
345_25963	chr2	15127525	15127925	+	1000	39.0	[4.611834]	[136]	[4.611834]	[136]	[15127746]	[15127746]
345_25975	chr2	70142674	70143074	+	1000	39.0	[4.611834, 4.611834, 4.611834]	[149, 203, 224]	[4.611834, 9.465482, 4.611834]	[149, 203, 224]	[70142848, 70142902, 70142923]	[70142848, 70142902, 70142923]
345_2598	chr22	41523577	41523977	+	1000	370.0	[4.611834, 5.088419]	[81, 106]	[4.611834, 4.611834]	[81, 106]	[41523756, 41523781]	[41523756, 41523781]
345_25981	chr2	127700497	127700897	+	664	39.0	[4.611834, 4.611834, 4.611834]	[81, 137, 171]	[4.611834, 4.611834, 5.088419]	[81, 137, 171]	[127700656, 127700712, 127700746]	[127700656, 127700712, 127700746]
345_25987	chr2	171878419	171878819	+	868	39.0	[4.611834, 4.611834]	[75, 149]	[4.611834, 8.356634]	[75, 149]	[171878588, 171878662]	[171878588, 171878662]
345_2599	chr3	4825927	4826327	+	1000	370.0	[4.611834, 9.465482]	[98, 145]	[4.611834, 4.611834]	[98, 145]	[4826123, 4826170]	[4826123, 4826170]
345_26007	chr20	50958287	50958687	+	963	39.0	[4.611834, 9.465482]	[90, 154]	[4.611834, 4.611834]	[90, 154]	[50958473, 50958537]	[50958473, 50958537]
345_26012	chr21	37208350	37208750	+	1000	39.0	[4.611834, 4.611834, 4.611834]	[82, 122, 153]	[9.465482, 9.465482, 5.088419]	[82, 122, 153]	[37208525, 37208565, 37208596]	[37208525, 37208565, 37208596]
345_2602	chr5	126847283	126847683	+	1000	370.0	[11.270045, 4.611834, 4.611834]	[86, 116, 119]	[11.270045, 9.465482, 4.611834]	[86, 116, 119]	[126847467, 126847497, 126847500]	[126847467, 126847497, 126847500]
345_26020	chr22	20998453	20998853	+	1000	39.0	[4.611834, 4.611834]	[157, 185]	[4.611834, 4.611834]	[157, 185]	[20998647, 20998675]	[20998647, 20998675]
345_26022	chr22	21832621	21833021	+	1000	39.0	[4.611834, 4.611834]	[67, 135]	[9.465482, 4.611834]	[67, 135]	[21832776, 21832844]	[21832776, 21832844]
345_26034	chr3	12833500	12833900	+	1000	39.0	[4.611834]	[234]	[4.611834]	[234]	[12833736]	[12833736]
345_26037	chr3	15098945	15099345	+	1000	39.0	[4.611834, 4.611834, 5.088419, 4.611834]	[67, 73, 107, 142]	[4.611834, 4.611834, 4.611834, 4.611834]	[67, 73, 107, 142]	[15099111, 15099117, 15099151, 15099186]	[15099111, 15099117, 15099151, 15099186]
345_26041	chr3	46825401	46825801	+	1000	39.0	[4.611834]	[127]	[9.465482]	[127]	[46825611]	[46825611]
345_26045	chr3	124812728	124813128	+	851	39.0	[9.465482]	[97]	[4.611834]	[97]	[124812902]	[124812902]
345_26048	chr3	134536701	134537101	+	781	39.0	[4.611834, 4.611834]	[96, 116]	[9.465482, 9.465482]	[96, 116]	[134536885, 134536905]	[134536885, 134536905]
345_2605	chr6	119257017	119257417	+	1000	370.0	[5.088419]	[103]	[4.611834]	[103]	[119257220]	[119257220]
345_26059	chr3	186096305	186096705	+	781	39.0	[11.270045]	[109]	[11.270045]	[109]	[186096504]	[186096504]
345_26060	chr3	193593080	193593480	+	1000	39.0	[4.611834]	[97]	[4.611834]	[97]	[193593268]	[193593268]
345_26061	chr3	196338370	196338770	+	813	39.0	[4.611834]	[142]	[4.611834]	[142]	[196338584]	[196338584]
345_26062	chr3	196942283	196942683	+	1000	39.0	[4.611834]	[84]	[4.611834]	[84]	[196942453]	[196942453]
345_26066	chr4	4501691	4502091	+	1000	39.0	[9.465482, 11.270045, 9.465482]	[67, 76, 118]	[4.611834, 11.270045, 4.611834]	[67, 76, 118]	[4501857, 4501866, 4501908]	[4501857, 4501866, 4501908]
345_2607	chrX	48794335	48794735	+	1000	370.0	[5.088419]	[102]	[4.611834]	[102]	[48794508]	[48794508]
345_26074	chr4	39330341	39330741	+	937	39.0	[4.611834]	[109]	[4.611834]	[109]	[39330544]	[39330544]
345_26080	chr4	87011584	87011984	+	1000	39.0	[8.356634, 4.611834]	[93, 120]	[4.611834, 4.611834]	[93, 120]	[87011771, 87011798]	[87011771, 87011798]
345_26081	chr4	87112179	87112579	+	1000	39.0	[9.465482, 8.356634, 4.611834]	[107, 127, 176]	[4.611834, 4.611834, 4.611834]	[107, 127, 176]	[87112349, 87112369, 87112418]	[87112349, 87112369, 87112418]
345_26082	chr4	99723489	99723889	+	1000	39.0	[4.611834, 4.611834, 4.611834, 4.611834]	[76, 125, 141, 144]	[5.088419, 4.611834, 4.611834, 4.611834]	[76, 125, 141, 144]	[99723646, 99723695, 99723711, 99723714]	[99723646, 99723695, 99723711, 99723714]
345_26085	chr4	127965363	127965763	+	1000	39.0	[4.611834, 4.611834]	[128, 147]	[4.611834, 5.088419]	[128, 147]	[127965575, 127965594]	[127965575, 127965594]
345_26088	chr4	172103450	172103850	+	1000	39.0	[4.611834]	[106]	[4.611834]	[106]	[172103641]	[172103641]
345_26094	chr5	32304635	32305035	+	827	39.0	[4.611834]	[106]	[9.465482]	[106]	[32304823]	[32304823]
345_26103	chr5	88813813	88814213	+	1000	39.0	[8.356634, 9.465482]	[85, 116]	[4.611834, 4.611834]	[85, 116]	[88813988, 88814019]	[88813988, 88814019]
345_26111	chr5	126778338	126778738	+	1000	39.0	[4.611834]	[179]	[4.611834]	[179]	[126778554]	[126778554]
345_26112	chr5	139661017	139661417	+	1000	39.0	[4.611834, 4.611834]	[172, 186]	[4.611834, 4.611834]	[172, 186]	[139661213, 139661227]	[139661213, 139661227]
345_26125	chr6	30571271	30571671	+	1000	39.0	[4.611834, 4.611834, 4.611834]	[170, 208, 211]	[4.611834, 4.611834, 4.611834]	[170, 208, 211]	[30571468, 30571506, 30571509]	[30571468, 30571506, 30571509]
345_26127	chr6	33711450	33711850	+	1000	39.0	[4.611834]	[128]	[4.611834]	[128]	[33711673]	[33711673]
345_26128	chr6	34223967	34224367	+	985	39.0	[4.611834]	[125]	[4.611834]	[125]	[34224187]	[34224187]
345_26129	chr6	34391592	34391992	+	1000	39.0	[4.611834]	[151]	[4.611834]	[151]	[34391762]	[34391762]
345_26136	chr6	52664247	52664647	+	1000	39.0	[4.611834]	[87]	[4.611834]	[87]	[52664412]	[52664412]
345_26141	chr6	99425296	99425696	+	1000	39.0	[4.611834, 4.611834]	[178, 212]	[8.356634, 4.611834]	[178, 212]	[99425476, 99425510]	[99425476, 99425510]
345_26143	chr6	106519392	106519792	+	1000	39.0	[9.465482, 9.465482]	[89, 101]	[4.611834, 4.611834]	[89, 101]	[106519568, 106519580]	[106519568, 106519580]
345_26145	chr6	116571046	116571446	+	1000	39.0	[4.611834]	[206]	[4.611834]	[206]	[116571266]	[116571266]
345_26147	chr6	135675908	135676308	+	1000	39.0	[4.611834]	[106]	[4.611834]	[106]	[135676093]	[135676093]
345_26149	chr6	136336037	136336437	+	1000	39.0	[4.611834, 9.465482]	[67, 116]	[4.611834, 4.611834]	[67, 116]	[136336193, 136336242]	[136336193, 136336242]
345_26155	chr6	150273858	150274258	+	754	39.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[74, 111, 122, 125, 136]	[4.611834, 4.611834, 5.088419, 4.611834, 4.611834]	[74, 111, 122, 125, 136]	[150274029, 150274066, 150274077, 150274080, 150274091]	[150274029, 150274066, 150274077, 150274080, 150274091]
