#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_3670	chr1	6561836	6562236	+	1000	214.5	[]	[]	[8.779576, 8.891774]	[84, 139]	[]	[6562005, 6562060]
368_3672	chr4	145954851	145955251	+	1000	214.5	[8.891774]	[65]	[8.891774]	[64]	[145955007]	[145955006]
368_3673	chr5	103605305	103605705	+	1000	214.5	[]	[]	[7.7957826]	[111]	[]	[103605512]
368_3676	chr8	16545268	16545668	+	1000	214.5	[8.891774]	[84]	[]	[]	[16545448]	[]
368_3677	chr8	98768644	98769044	+	1000	214.5	[]	[]	[8.001244]	[90]	[]	[98768831]
368_3678	chr9	73009900	73010300	+	1000	214.5	[8.891774]	[132]	[]	[]	[73010125]	[]
368_3684	chr8	27730359	27730759	+	1000	214.0	[8.069409]	[158]	[]	[]	[27730604]	[]
368_3686	chr6	31395810	31396210	+	1000	213.5	[8.968127]	[59]	[]	[]	[31395965]	[]
368_3688	chr11	46075147	46075547	+	1000	213.0	[8.228404]	[114]	[]	[]	[46075354]	[]
368_3693	chr22	25726213	25726613	+	1000	213.0	[]	[]	[7.7957826]	[82]	[]	[25726381]
368_3694	chr22	37242516	37242916	+	1000	213.0	[]	[]	[9.473919, 7.7957826]	[120, 164]	[]	[37242718, 37242762]
368_3696	chr6	13355421	13355821	+	1000	213.0	[]	[]	[8.001244]	[139]	[]	[13355646]
368_3707	chr2	21287333	21287733	+	1000	212.5	[8.320784]	[104]	[]	[]	[21287522]	[]
368_3710	chr3	124586201	124586601	+	1000	212.5	[8.891774]	[104]	[]	[]	[124586403]	[]
368_3711	chr4	173289365	173289765	+	1000	212.5	[]	[]	[8.891774]	[114]	[]	[173289576]
368_3717	chr19	487755	488155	+	1000	212.0	[]	[]	[8.494345]	[147]	[]	[487986]
368_3718	chr2	96924175	96924575	+	1000	212.0	[7.549868]	[145]	[]	[]	[96924405]	[]
368_3720	chr5	115463971	115464371	+	1000	212.0	[8.891774]	[96]	[]	[]	[115464166]	[]
368_3724	chr1	51752545	51752945	+	1000	211.5	[]	[]	[8.805163]	[109]	[]	[51752753]
368_3734	chr2	28516960	28517360	+	1000	211.0	[]	[]	[8.001244]	[93]	[]	[28517150]
368_3735	chr2	128028581	128028981	+	1000	211.0	[8.779576]	[73]	[]	[]	[128028744]	[]
368_3737	chr20	3930783	3931183	+	1000	211.0	[]	[]	[8.001244]	[143]	[]	[3931016]
368_3738	chr20	48853905	48854305	+	1000	211.0	[8.891774]	[104]	[]	[]	[48854107]	[]
368_3741	chr5	57042593	57042993	+	1000	211.0	[8.228404]	[79]	[]	[]	[57042765]	[]
368_3742	chr7	140267779	140268179	+	1000	211.0	[8.228404, 8.891774]	[94, 136]	[]	[]	[140267939, 140267981]	[]
368_3748	chr1	198598890	198599290	+	1000	210.0	[8.891774]	[76]	[7.549868]	[106]	[198599065]	[198599095]
368_3749	chr11	76364986	76365386	+	1000	210.0	[]	[]	[8.182954, 8.182954]	[128, 137]	[]	[76365208, 76365217]
368_3751	chr2	70085195	70085595	+	1000	210.0	[]	[]	[8.779576]	[92]	[]	[70085372]
368_3753	chr21	35547957	35548357	+	1000	210.0	[8.320784]	[143]	[]	[]	[35548151]	[]
368_3755	chr4	54588347	54588747	+	1000	210.0	[8.090539]	[74]	[]	[]	[54588515]	[]
368_3759	chr10	45261962	45262362	+	1000	209.5	[8.891774]	[117]	[]	[]	[45262173]	[]
368_376	chr1	226804817	226805217	+	1000	600.0	[8.001244]	[91]	[]	[]	[226805004]	[]
368_3762	chr15	45212473	45212873	+	1000	209.5	[]	[]	[8.779576]	[137]	[]	[45212709]
368_3773	chr10	35533518	35533918	+	1000	209.0	[8.779576]	[101]	[]	[]	[35533711]	[]
368_3778	chr2	167944901	167945301	+	1000	209.0	[]	[]	[8.182954]	[96]	[]	[167945078]
368_3783	chr6	25207542	25207942	+	1000	209.0	[8.779576]	[148]	[8.891774]	[162]	[25207765]	[25207779]
368_3788	chr1	61271104	61271504	+	1000	208.5	[]	[]	[8.527855]	[85]	[]	[61271280]
368_379	chr9	37197061	37197461	+	1000	599.5	[8.891774]	[58]	[8.891774]	[57]	[37197215]	[37197214]
368_3790	chr11	82832963	82833363	+	1000	208.5	[]	[]	[8.001244]	[99]	[]	[82833155]
368_3797	chr2	159152088	159152488	+	1000	208.5	[]	[]	[8.001244]	[156]	[]	[159152306]
368_3801	chr6	79599876	79600276	+	1000	208.5	[12.567606]	[118]	[]	[]	[79600072]	[]
368_3804	chrX	41956074	41956474	+	1000	208.5	[]	[]	[8.001244]	[172]	[]	[41956322]
368_3806	chr1	111025121	111025521	+	1000	208.0	[8.069409]	[92]	[7.549868]	[106]	[111025275]	[111025289]
368_3807	chr10	72244866	72245266	+	1000	208.0	[8.779576]	[110]	[]	[]	[72245070]	[]
368_3808	chr13	44143191	44143591	+	1000	208.0	[8.182954, 8.182954]	[141, 164]	[8.001244]	[150]	[44143419, 44143442]	[44143428]
368_3809	chr17	56985766	56986166	+	1000	208.0	[12.567606]	[157]	[]	[]	[56986007]	[]
368_381	chr22	23220142	23220542	+	1000	598.5	[8.891774, 8.182954, 8.069409]	[64, 155, 158]	[8.320784]	[124]	[23220298, 23220389, 23220392]	[23220358]
368_3814	chr7	20238610	20239010	+	1000	208.0	[]	[]	[8.891774]	[161]	[]	[20238833]
368_3817	chr1	67479334	67479734	+	1000	207.5	[8.182954]	[116]	[]	[]	[67479506]	[]
368_3818	chr10	74921106	74921506	+	1000	207.5	[9.473919]	[194]	[]	[]	[74921356]	[]
368_3819	chr12	111994761	111995161	+	1000	207.5	[8.001244]	[120]	[]	[]	[111994971]	[]
368_3822	chr20	35462380	35462780	+	1000	207.5	[8.891774]	[103]	[8.891774, 8.069409]	[102, 171]	[35462560]	[35462559, 35462628]
368_3823	chr20	38995707	38996107	+	1000	207.5	[8.02331]	[126]	[]	[]	[38995915]	[]
368_3830	chr9	98174468	98174868	+	1000	207.5	[8.228404, 8.069409]	[139, 157]	[]	[]	[98174684, 98174702]	[]
368_3835	chr2	13020467	13020867	+	1000	207.0	[8.182954]	[140]	[]	[]	[13020699]	[]
368_3837	chr3	9786148	9786548	+	1000	207.0	[7.549868]	[114]	[]	[]	[9786348]	[]
368_384	chr20	38947936	38948336	+	1000	597.0	[]	[]	[8.891774]	[99]	[]	[38948135]
368_3841	chr6	30767522	30767922	+	1000	207.0	[]	[]	[8.891774]	[106]	[]	[30767716]
368_3844	chr8	66105653	66106053	+	1000	207.0	[]	[]	[7.7957826]	[81]	[]	[66105828]
368_3845	chr8	90646307	90646707	+	1000	207.0	[]	[]	[8.891774]	[123]	[]	[90646512]
368_3850	chr5	88836522	88836922	+	1000	206.5	[]	[]	[8.069409]	[66]	[]	[88836673]
368_3851	chr5	160262704	160263104	+	1000	206.5	[8.891774]	[100]	[]	[]	[160262895]	[]
368_3858	chr19	2345915	2346315	+	1000	206.0	[]	[]	[8.891774]	[121]	[]	[2346134]
368_3859	chr19	48891897	48892297	+	1000	206.0	[]	[]	[8.069409]	[112]	[]	[48892090]
368_3865	chr1	11697118	11697518	+	1000	205.5	[8.320784]	[121]	[]	[]	[11697315]	[]
368_3869	chr11	112045001	112045401	+	1000	205.5	[]	[]	[8.779576]	[102]	[]	[112045189]
368_3870	chr11	126159845	126160245	+	1000	205.5	[7.549868]	[113]	[]	[]	[126160037]	[]
368_3872	chr12	95173922	95174322	+	1000	205.5	[]	[]	[8.069409]	[113]	[]	[95174126]
368_3875	chr3	170520934	170521334	+	1000	205.5	[8.779576]	[135]	[]	[]	[170521152]	[]
368_3876	chr4	102342683	102343083	+	1000	205.5	[8.182954]	[71]	[]	[]	[102342840]	[]
368_3879	chr1	155699046	155699446	+	1000	205.0	[]	[]	[7.7957826]	[205]	[]	[155699279]
368_388	chr3	32972740	32973140	+	1000	596.5	[8.891774]	[99]	[8.891774]	[98]	[32972936]	[32972935]
368_3881	chr10	103040488	103040888	+	1000	205.0	[]	[]	[8.779576]	[107]	[]	[103040689]
368_3884	chr8	133271685	133272085	+	1000	205.0	[]	[]	[8.182954]	[61]	[]	[133271844]
368_3885	chr9	127911127	127911527	+	1000	205.0	[]	[]	[12.567606]	[136]	[]	[127911360]
368_3888	chr1	67686668	67687068	+	1000	204.5	[8.001244]	[127]	[]	[]	[67686858]	[]
368_3889	chr1	168161412	168161812	+	1000	204.5	[8.891774]	[179]	[]	[]	[168161660]	[]
368_389	chr2	11968058	11968458	+	1000	596.0	[8.001244]	[145]	[]	[]	[11968286]	[]
368_3890	chr11	12812842	12813242	+	1000	204.5	[]	[]	[7.7957826]	[103]	[]	[12813022]
368_3896	chr8	55961357	55961757	+	1000	204.5	[8.891774, 8.891774]	[97, 152]	[8.891774]	[151]	[55961529, 55961584]	[55961583]
368_3898	chr1	191582116	191582516	+	1000	204.0	[8.001244]	[134]	[]	[]	[191582346]	[]
368_3903	chr19	44553700	44554100	+	1000	204.0	[]	[]	[8.182954]	[160]	[]	[44553869]
368_3904	chr2	26750132	26750532	+	1000	204.0	[8.069409]	[151]	[]	[]	[26750359]	[]
368_391	chr3	138875700	138876100	+	1000	595.0	[8.069409]	[87]	[]	[]	[138875875]	[]
368_3912	chr2	41922176	41922576	+	1000	203.5	[]	[]	[8.090539]	[58]	[]	[41922328]
368_3915	chr7	75798738	75799138	+	1000	203.5	[8.891774, 8.320784]	[138, 145]	[]	[]	[75798973, 75798980]	[]
368_3918	chr13	51921962	51922362	+	1000	203.0	[8.090539]	[152]	[8.069409]	[100]	[51922202]	[51922150]
368_3920	chr6	89072997	89073397	+	1000	203.0	[8.891774]	[119]	[8.891774]	[118]	[89073204]	[89073203]
368_3924	chr5	132323187	132323587	+	1000	202.5	[8.779576]	[126]	[8.891774, 7.549868]	[89, 146]	[132323390]	[132323353, 132323410]
368_393	chr12	113649247	113649647	+	1000	594.0	[8.069409]	[91]	[]	[]	[113649438]	[]
368_3931	chr1	167728833	167729233	+	1000	202.0	[]	[]	[8.968127]	[105]	[]	[167729035]
368_3934	chr14	69701865	69702265	+	1000	202.0	[8.891774]	[60]	[]	[]	[69702020]	[]
368_394	chr1	92544769	92545169	+	1000	593.5	[12.567606]	[153]	[]	[]	[92545017]	[]
368_3941	chr8	60330224	60330624	+	1000	202.0	[8.320784]	[130]	[]	[]	[60330446]	[]
368_3943	chr1	16717935	16718335	+	1000	201.5	[8.182954]	[115]	[]	[]	[16718113]	[]
368_3945	chr11	33320909	33321309	+	1000	201.5	[]	[]	[8.02331]	[168]	[]	[33321156]
368_3946	chr14	65044538	65044938	+	1000	201.5	[8.182954]	[141]	[]	[]	[65044776]	[]
368_3947	chr14	74735096	74735496	+	1000	201.5	[8.891774]	[108]	[8.891774]	[107]	[74735297]	[74735296]
368_3949	chr17	35942612	35943012	+	1000	201.5	[8.891774]	[142]	[]	[]	[35942850]	[]
368_395	chr1	207649949	207650349	+	1000	593.5	[]	[]	[8.891774]	[140]	[]	[207650182]
368_3952	chr6	13360683	13361083	+	1000	201.5	[]	[]	[8.182954]	[115]	[]	[13360859]
368_3955	chr8	124921317	124921717	+	1000	201.5	[8.891774, 8.891774]	[134, 161]	[8.891774]	[133]	[124921540, 124921567]	[124921539]
368_3970	chr12	49983869	49984269	+	1000	200.5	[]	[]	[8.891774, 8.891774]	[121, 153]	[]	[49984067, 49984099]
368_3973	chr2	20579247	20579647	+	1000	200.5	[8.001244]	[68]	[]	[]	[20579405]	[]
368_3975	chr20	37833527	37833927	+	1000	200.5	[8.182954]	[85]	[8.891774]	[116]	[37833700]	[37833731]
368_3982	chr9	97051779	97052179	+	1000	200.5	[8.891774, 8.228404]	[54, 104]	[8.891774, 9.473919]	[53, 59]	[97051931, 97051981]	[97051930, 97051936]
368_3985	chr11	57395857	57396257	+	1000	200.0	[]	[]	[7.7957826]	[115]	[]	[57396056]
368_3988	chr6	14863841	14864241	+	1000	200.0	[]	[]	[12.567606]	[86]	[]	[14864015]
368_3990	chr7	93004880	93005280	+	1000	200.0	[]	[]	[8.527855]	[122]	[]	[93005097]
368_3998	chr9	70256074	70256474	+	1000	199.5	[]	[]	[8.320784]	[79]	[]	[70256239]
368_40	chr5	56123721	56124121	+	1000	800.0	[]	[]	[8.228404]	[108]	[]	[56123923]
368_4003	chr20	45337433	45337833	+	1000	199.0	[]	[]	[8.069409]	[142]	[]	[45337651]
368_4005	chr3	49171258	49171658	+	1000	199.0	[8.891774]	[122]	[8.090539]	[130]	[49171478]	[49171486]
368_4013	chr12	42076982	42077382	+	1000	198.5	[12.567606, 7.7957826]	[85, 105]	[]	[]	[42077158, 42077178]	[]
368_4014	chr14	77604727	77605127	+	1000	198.5	[8.090539]	[102]	[]	[]	[77604911]	[]
368_4017	chr2	38440739	38441139	+	1000	198.5	[]	[]	[7.549868]	[66]	[]	[38440898]
368_4019	chr4	38094300	38094700	+	1000	198.5	[8.001244]	[118]	[]	[]	[38094517]	[]
368_4024	chr6	90044771	90045171	+	1000	198.5	[]	[]	[8.001244]	[212]	[]	[90044982]
368_4025	chr6	129704721	129705121	+	1000	198.5	[8.228404]	[101]	[]	[]	[129704915]	[]
368_4033	chr10	110258488	110258888	+	1000	198.0	[8.779576]	[84]	[]	[]	[110258660]	[]
368_4034	chr16	27547101	27547501	+	1000	198.0	[8.891774]	[73]	[]	[]	[27547267]	[]
368_4036	chr17	42459403	42459803	+	1000	198.0	[]	[]	[8.069409]	[97]	[]	[42459560]
368_4037	chr22	43263793	43264193	+	1000	198.0	[]	[]	[8.228404]	[138]	[]	[43264017]
368_4045	chr1	169193438	169193838	+	1000	197.5	[]	[]	[7.7957826]	[150]	[]	[169193686]
368_4046	chr1	233668819	233669219	+	1000	197.5	[7.7957826]	[160]	[]	[]	[233669050]	[]
368_4049	chr13	45122950	45123350	+	1000	197.5	[]	[]	[8.968127]	[133]	[]	[45123171]
368_405	chr1	26286999	26287399	+	1000	591.0	[8.891774]	[116]	[]	[]	[26287204]	[]
368_4051	chr18	755503	755903	+	1000	197.5	[]	[]	[8.891774]	[95]	[]	[755684]
368_4059	chr1	31471492	31471892	+	1000	197.0	[]	[]	[12.567606, 12.567606]	[100, 128]	[]	[31471692, 31471720]
368_4061	chr15	36428309	36428709	+	1000	197.0	[8.228404]	[165]	[]	[]	[36428558]	[]
368_4065	chr3	72595448	72595848	+	1000	197.0	[7.7957826, 8.779576]	[84, 161]	[8.090539]	[106]	[72595620, 72595697]	[72595642]
368_4069	chr1	113141619	113142019	+	1000	196.5	[]	[]	[8.891774]	[111]	[]	[113141778]
368_4070	chr1	223772027	223772427	+	1000	196.5	[]	[]	[8.891774]	[79]	[]	[223772191]
368_4071	chr10	3074247	3074647	+	1000	196.5	[]	[]	[12.567606]	[113]	[]	[3074433]
368_4077	chr7	138374141	138374541	+	1000	196.5	[7.7957826]	[145]	[8.320784]	[159]	[138374350]	[138374364]
368_408	chr1	231200436	231200836	+	1000	591.0	[8.891774, 8.069409]	[120, 161]	[7.7957826]	[111]	[231200633, 231200674]	[231200624]
368_4087	chr20	31610614	31611014	+	1000	196.0	[7.549868]	[160]	[7.7957826]	[171]	[31610846]	[31610857]
368_4096	chr11	10920231	10920631	+	1000	195.5	[8.069409]	[150]	[]	[]	[10920427]	[]
368_41	chr3	125433076	125433476	+	1000	799.5	[]	[]	[12.567606]	[107]	[]	[125433283]
368_4101	chr16	47448845	47449245	+	1000	195.5	[8.001244]	[116]	[]	[]	[47449046]	[]
368_4105	chr20	2315069	2315469	+	1000	195.5	[8.891774, 8.182954]	[69, 75]	[]	[]	[2315231, 2315237]	[]
368_4112	chr11	74459563	74459963	+	1000	195.0	[8.090539]	[134]	[]	[]	[74459779]	[]
368_4114	chr16	67460222	67460622	+	1000	195.0	[]	[]	[8.001244]	[97]	[]	[67460415]
368_4119	chr7	5452597	5452997	+	1000	195.0	[8.001244]	[121]	[]	[]	[5452812]	[]
368_412	chr16	10972228	10972628	+	1000	590.5	[8.069409]	[52]	[8.001244]	[98]	[10972380]	[10972426]
368_4120	chr7	98133123	98133523	+	1000	195.0	[8.891774]	[115]	[]	[]	[98133321]	[]
368_4127	chr2	201125642	201126042	+	1000	194.5	[]	[]	[8.182954, 8.228404]	[162, 197]	[]	[201125846, 201125881]
368_4135	chr1	174766723	174767123	+	1000	194.0	[12.567606]	[121]	[]	[]	[174766929]	[]
368_4140	chr17	15490639	15491039	+	1000	194.0	[]	[]	[7.7957826]	[113]	[]	[15490831]
368_4144	chr3	197739566	197739966	+	1000	194.0	[]	[]	[9.473919]	[139]	[]	[197739805]
368_4145	chr4	48853864	48854264	+	1000	194.0	[]	[]	[8.891774]	[100]	[]	[48854061]
368_4147	chr5	126531650	126532050	+	1000	194.0	[]	[]	[8.001244]	[95]	[]	[126531845]
368_4148	chr6	26744940	26745340	+	1000	194.0	[8.069409]	[146]	[]	[]	[26745167]	[]
368_4150	chr10	12208465	12208865	+	1000	193.5	[]	[]	[8.069409]	[159]	[]	[12208709]
368_4154	chr17	48478220	48478620	+	1000	193.5	[8.090539]	[135]	[]	[]	[48478455]	[]
368_4155	chr17	64231705	64232105	+	1000	193.5	[8.494345]	[154]	[12.567606]	[106]	[64231956]	[64231908]
368_4156	chr2	138019290	138019690	+	1000	193.5	[]	[]	[8.069409]	[70]	[]	[138019457]
368_4159	chr6	4984637	4985037	+	1000	193.5	[8.182954]	[91]	[]	[]	[4984828]	[]
368_416	chr16	22282277	22282677	+	1000	589.5	[8.182954]	[82]	[]	[]	[22282440]	[]
368_4160	chr7	13092226	13092626	+	1000	193.5	[]	[]	[8.891774]	[110]	[]	[13092423]
368_4162	chr12	131229980	131230380	+	1000	193.0	[]	[]	[12.567606]	[136]	[]	[131230210]
368_4163	chr15	44683389	44683789	+	1000	193.0	[8.320784]	[147]	[]	[]	[44683636]	[]
368_4167	chr19	7699810	7700210	+	1000	193.0	[]	[]	[7.7957826]	[93]	[]	[7699999]
368_4175	chr11	62860372	62860772	+	1000	192.5	[]	[]	[8.069409]	[115]	[]	[62860584]
368_4176	chr11	72653347	72653747	+	1000	192.5	[]	[]	[8.228404, 8.069409]	[74, 127]	[]	[72653521, 72653574]
368_4183	chr2	15253884	15254284	+	1000	192.5	[8.069409]	[140]	[]	[]	[15254094]	[]
368_4185	chr3	12878772	12879172	+	1000	192.5	[8.891774]	[101]	[8.891774]	[100]	[12878957]	[12878956]
368_4189	chr7	143256908	143257308	+	1000	192.5	[8.494345]	[117]	[]	[]	[143257110]	[]
368_419	chr11	72493842	72494242	+	1000	588.5	[8.001244]	[67]	[]	[]	[72494005]	[]
368_4193	chr12	110421107	110421507	+	1000	192.0	[8.02331]	[157]	[]	[]	[110421349]	[]
368_4194	chr19	41220065	41220465	+	1000	192.0	[7.7957826, 7.7957826]	[148, 154]	[]	[]	[41220299, 41220305]	[]
368_4195	chr3	13404720	13405120	+	1000	192.0	[]	[]	[8.069409]	[154]	[]	[13404955]
368_4197	chr6	43640448	43640848	+	1000	192.0	[]	[]	[8.090539]	[199]	[]	[43640696]
368_4198	chr1	115535	115935	+	1000	191.5	[]	[]	[8.527855]	[122]	[]	[115754]
368_4199	chr1	114453400	114453800	+	1000	191.5	[]	[]	[8.02331]	[84]	[]	[114453574]
368_420	chr3	15052668	15053068	+	1000	588.5	[8.090539]	[139]	[8.779576]	[118]	[15052907]	[15052886]
368_4203	chr13	27138342	27138742	+	1000	191.5	[8.182954]	[126]	[]	[]	[27138561]	[]
368_4206	chr20	62862487	62862887	+	1000	191.5	[9.473919]	[108]	[]	[]	[62862675]	[]
368_4207	chr22	39626148	39626548	+	1000	191.5	[]	[]	[12.567606]	[97]	[]	[39626331]
368_4209	chr3	156601361	156601761	+	1000	191.5	[8.182954]	[70]	[]	[]	[156601516]	[]
368_4211	chr4	174423280	174423680	+	1000	191.5	[]	[]	[7.7957826]	[124]	[]	[174423502]
368_4214	chr1	51331199	51331599	+	1000	191.0	[]	[]	[8.090539]	[148]	[]	[51331427]
368_4221	chr4	980614	981014	+	1000	191.0	[]	[]	[8.001244]	[110]	[]	[980820]
368_4226	chr9	135992634	135993034	+	1000	191.0	[8.891774]	[129]	[8.891774]	[128]	[135992856]	[135992855]
368_4228	chr12	47055829	47056229	+	1000	190.5	[8.891774]	[99]	[8.891774]	[98]	[47056018]	[47056017]
368_4230	chr12	123149412	123149812	+	1000	190.5	[]	[]	[8.069409, 8.228404, 8.001244]	[63, 111, 125]	[]	[123149570, 123149618, 123149632]
368_4231	chr16	9135754	9136154	+	1000	190.5	[8.494345]	[69]	[]	[]	[9135916]	[]
368_4233	chr19	36035685	36036085	+	1000	190.5	[]	[]	[8.182954]	[143]	[]	[36035926]
368_4234	chr19	39846906	39847306	+	1000	190.5	[]	[]	[8.001244]	[102]	[]	[39847091]
368_4236	chr3	39347011	39347411	+	1000	190.5	[8.069409]	[140]	[8.891774]	[95]	[39347236]	[39347191]
368_4240	chr8	56972800	56973200	+	1000	190.5	[7.7957826, 8.891774]	[148, 151]	[]	[]	[56973042, 56973045]	[]
368_4244	chr12	71299505	71299905	+	1000	190.0	[]	[]	[8.494345]	[120]	[]	[71299725]
368_4245	chr12	109698094	109698494	+	1000	190.0	[]	[]	[8.090539]	[132]	[]	[109698310]
368_4246	chr14	100871577	100871977	+	1000	190.0	[8.779576]	[82]	[]	[]	[100871748]	[]
368_4248	chr18	2994671	2995071	+	1000	190.0	[]	[]	[8.891774]	[63]	[]	[2994831]
368_425	chr1	179971866	179972266	+	1000	587.0	[]	[]	[8.891774]	[87]	[]	[179972049]
368_4254	chr11	78429195	78429595	+	1000	189.5	[]	[]	[8.891774]	[115]	[]	[78429395]
368_4255	chr12	113238311	113238711	+	1000	189.5	[12.567606]	[154]	[]	[]	[113238537]	[]
368_4258	chr2	190459932	190460332	+	1000	189.5	[]	[]	[8.090539]	[117]	[]	[190460134]
368_4261	chr5	14326478	14326878	+	1000	189.5	[]	[]	[8.182954, 8.891774]	[137, 143]	[]	[14326703, 14326709]
368_4263	chr1	31928711	31929111	+	1000	189.0	[12.567606]	[165]	[]	[]	[31928934]	[]
368_4266	chr16	65672875	65673275	+	1000	189.0	[7.7957826]	[133]	[8.001244, 12.567606]	[84, 138]	[65673104]	[65673055, 65673109]
368_4269	chr3	153029331	153029731	+	1000	189.0	[8.494345, 8.891774]	[77, 136]	[8.891774]	[135]	[153029507, 153029566]	[153029565]
368_4273	chr8	109362957	109363357	+	1000	189.0	[8.891774]	[61]	[8.891774]	[60]	[109363115]	[109363114]
368_4275	chrX	15579852	15580252	+	1000	189.0	[8.891774]	[138]	[7.7957826]	[68]	[15580075]	[15580005]
368_4276	chr1	222711987	222712387	+	1000	188.5	[7.7957826]	[149]	[]	[]	[222712231]	[]
368_4277	chr10	43599270	43599670	+	1000	188.5	[]	[]	[8.069409, 8.182954]	[115, 135]	[]	[43599476, 43599496]
368_4278	chr10	119185526	119185926	+	1000	188.5	[]	[]	[8.779576]	[144]	[]	[119185766]
368_428	chr11	124667606	124668006	+	1000	586.0	[8.494345]	[109]	[]	[]	[124667792]	[]
368_4285	chr16	67489060	67489460	+	1000	188.0	[8.891774]	[109]	[8.891774]	[108]	[67489260]	[67489259]
368_4290	chr1	161410600	161411000	+	1000	187.5	[]	[]	[8.320784]	[126]	[]	[161410807]
368_4291	chr10	49161425	49161825	+	1000	187.5	[9.473919]	[101]	[]	[]	[49161620]	[]
368_4292	chr10	79132729	79133129	+	1000	187.5	[8.069409, 8.891774]	[97, 119]	[]	[]	[79132921, 79132943]	[]
368_4295	chr17	39723964	39724364	+	1000	187.5	[8.182954]	[228]	[]	[]	[39724204]	[]
368_4297	chr2	27441190	27441590	+	1000	187.5	[]	[]	[8.182954]	[116]	[]	[27441404]
368_430	chr10	42645053	42645453	+	1000	585.0	[8.182954, 8.891774]	[115, 128]	[]	[]	[42645267, 42645280]	[]
368_4300	chr6	67496223	67496623	+	1000	187.5	[8.891774]	[59]	[8.779576, 8.779576]	[106, 153]	[67496374]	[67496421, 67496468]
368_4303	chr1	16643954	16644354	+	1000	187.0	[9.473919]	[130]	[]	[]	[16644184]	[]
368_4304	chr10	91103674	91104074	+	1000	187.0	[]	[]	[8.891774]	[131]	[]	[91103897]
368_4306	chr15	63299989	63300389	+	1000	187.0	[]	[]	[8.891774]	[131]	[]	[63300206]
368_4307	chr15	101008029	101008429	+	1000	187.0	[8.069409]	[65]	[7.549868]	[125]	[101008186]	[101008246]
368_4308	chr16	85570826	85571226	+	1000	187.0	[]	[]	[8.182954]	[109]	[]	[85571024]
368_4309	chr17	3640250	3640650	+	1000	187.0	[]	[]	[8.320784]	[97]	[]	[3640438]
368_4311	chr17	77571502	77571902	+	1000	187.0	[]	[]	[8.891774]	[86]	[]	[77571682]
368_4312	chr19	10334280	10334680	+	1000	187.0	[]	[]	[8.228404]	[127]	[]	[10334488]
368_4314	chr2	130340058	130340458	+	1000	187.0	[8.527855]	[133]	[]	[]	[130340274]	[]
368_4317	chr5	149320869	149321269	+	1000	187.0	[]	[]	[7.7957826, 8.069409]	[174, 203]	[]	[149321046, 149321075]
368_4318	chr6	4274395	4274795	+	1000	187.0	[7.7957826]	[56]	[]	[]	[4274549]	[]
368_4320	chr6	119312806	119313206	+	1000	187.0	[8.182954]	[111]	[]	[]	[119313008]	[]
368_4322	chr8	15323644	15324044	+	1000	187.0	[12.567606]	[145]	[]	[]	[15323879]	[]
368_4324	chr10	49186595	49186995	+	1000	186.5	[]	[]	[8.02331]	[145]	[]	[49186831]
368_4326	chr11	14422249	14422649	+	1000	186.5	[8.182954]	[73]	[]	[]	[14422404]	[]
368_4327	chr16	20744852	20745252	+	1000	186.5	[8.891774]	[125]	[8.891774]	[124]	[20745044]	[20745043]
368_4330	chr20	62357270	62357670	+	1000	186.5	[8.069409]	[80]	[8.228404]	[139]	[62357436]	[62357495]
368_4331	chr3	184185668	184186068	+	1000	186.5	[9.473919, 8.968127]	[68, 90]	[]	[]	[184185829, 184185851]	[]
368_4332	chr7	130135667	130136067	+	1000	186.5	[8.001244, 7.7957826]	[94, 174]	[]	[]	[130135831, 130135911]	[]
368_4333	chr9	35924190	35924590	+	1000	186.5	[8.891774]	[150]	[8.182954, 8.891774]	[93, 149]	[35924426]	[35924369, 35924425]
368_4335	chr1	172425346	172425746	+	1000	186.0	[8.228404]	[92]	[8.891774]	[97]	[172425529]	[172425534]
368_4338	chr15	63363303	63363703	+	1000	186.0	[8.891774]	[64]	[8.891774]	[63]	[63363457]	[63363456]
368_4346	chr12	7241356	7241756	+	1000	185.5	[]	[]	[8.001244]	[108]	[]	[7241560]
368_4347	chr17	35064905	35065305	+	1000	185.5	[]	[]	[8.891774]	[93]	[]	[35065089]
368_4351	chr21	46294526	46294926	+	1000	185.5	[]	[]	[8.779576]	[116]	[]	[46294733]
368_4353	chr4	154473527	154473927	+	1000	185.5	[8.001244]	[103]	[8.069409]	[58]	[154473725]	[154473680]
368_4354	chr4	173252249	173252649	+	1000	185.5	[]	[]	[8.069409]	[158]	[]	[173252492]
368_4358	chr15	91004410	91004810	+	1000	185.0	[8.228404]	[141]	[]	[]	[91004633]	[]
368_4359	chr18	57588300	57588700	+	1000	185.0	[8.069409]	[70]	[]	[]	[57588469]	[]
368_4360	chr21	43738424	43738824	+	1000	185.0	[7.549868]	[63]	[]	[]	[43738583]	[]
368_4368	chr11	124190441	124190841	+	1000	184.5	[8.891774]	[176]	[8.891774]	[175]	[124190645]	[124190644]
368_4371	chr16	119844	120244	+	1000	184.5	[8.069409, 12.567606]	[98, 131]	[8.228404]	[136]	[120026, 120059]	[120064]
