#PeakID(python scan_motif.py ./ENCODE_processed_files/ATF3_idr.fa ATF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
886_26576	chr1	154863758	154864158	+	644	82.5	[]	[]	[4.037037]	[184]	[]	[154863982]
886_26588	chr11	20357162	20357562	+	557	82.5	[6.8296685, 6.8296685]	[145, 208]	[6.6060014, 6.6060014]	[145, 208]	[20357314, 20357377]	[20357314, 20357377]
886_2659	chr8	122689559	122689959	+	1000	484.0	[8.130846]	[117]	[8.439688]	[117]	[122689760]	[122689760]
886_26599	chr13	100674819	100675219	+	805	82.5	[13.240523]	[154]	[13.4641905]	[154]	[100675010]	[100675010]
886_26601	chr13	112902117	112902517	+	775	82.5	[14.1073065]	[107]	[13.873739]	[107]	[112902318]	[112902318]
886_26610	chr16	22924625	22925025	+	761	82.5	[4.670253]	[108]	[4.670253]	[108]	[22924829]	[22924829]
886_26612	chr16	78980743	78981143	+	612	82.5	[]	[]	[4.037037]	[199]	[]	[78980947]
886_26617	chr17	14019473	14019873	+	738	82.5	[4.625799]	[134]	[5.0544653]	[134]	[14019641]	[14019641]
886_26619	chr17	45940302	45940702	+	839	82.5	[12.536653]	[95]	[12.965319]	[95]	[45940493]	[45940493]
886_26623	chr17	64077377	64077777	+	671	82.5	[10.671558]	[127]	[10.661659]	[127]	[64077589]	[64077589]
886_26634	chr2	74547754	74548154	+	822	82.5	[5.902131, 7.806472]	[141, 191]	[6.3307967, 7.4877305]	[141, 191]	[74547937, 74547987]	[74547937, 74547987]
886_26639	chr2	126655713	126656113	+	718	82.5	[5.259015]	[145]	[5.697581]	[145]	[126655864]	[126655864]
886_2664	chr1	64765825	64766225	+	1000	483.0	[17.939297]	[98]	[17.939297]	[98]	[64766022]	[64766022]
886_26640	chr2	128599037	128599437	+	585	82.5	[6.779144, 8.439688, 4.670253]	[132, 140, 169]	[6.8989677, 8.130846, 4.670253]	[132, 140, 169]	[128599251, 128599259, 128599288]	[128599251, 128599259, 128599288]
886_26647	chr20	4100343	4100743	+	808	82.5	[6.3307967]	[225]	[5.902131]	[225]	[4100578]	[4100578]
886_2665	chr10	128629310	128629710	+	1000	483.0	[5.697581]	[128]	[5.259015]	[128]	[128629517]	[128629517]
886_26662	chr3	100150659	100151059	+	665	82.5	[8.471095]	[223]	[9.133328]	[223]	[100150904]	[100150904]
886_26669	chr4	7106369	7106769	+	799	82.5	[4.625799]	[160]	[5.0544653]	[160]	[7106545]	[7106545]
886_2667	chr16	46883785	46884185	+	1000	483.0	[]	[]	[4.037037]	[99]	[]	[46883978]
886_26671	chr4	24805467	24805867	+	824	82.5	[12.332103]	[114]	[11.8935375]	[114]	[24805669]	[24805669]
886_26672	chr4	25919660	25920060	+	772	82.5	[4.7275214]	[113]	[]	[]	[25919839]	[]
886_26673	chr4	40325385	40325785	+	655	82.5	[11.304774]	[87]	[11.304774]	[87]	[40325553]	[40325553]
886_26676	chr4	88690373	88690773	+	839	82.5	[4.037037]	[82]	[]	[]	[88690545]	[]
886_26685	chr5	149824091	149824491	+	717	82.5	[12.536653]	[95]	[12.965319, 4.040532]	[95, 111]	[149824283]	[149824283, 149824299]
886_26695	chr6	69875710	69876110	+	817	82.5	[17.30608]	[93]	[17.29618]	[93]	[69875902]	[69875902]
886_26699	chr6	118486150	118486550	+	785	82.5	[6.8989677]	[104]	[6.779144]	[104]	[118486347]	[118486347]
886_26701	chr6	149498584	149498984	+	746	82.5	[4.625799]	[130]	[5.0544653]	[130]	[149498771]	[149498771]
886_26704	chr7	7272322	7272722	+	834	82.5	[6.3307967]	[101]	[5.902131]	[101]	[7272473]	[7272473]
886_26707	chr7	92467558	92467958	+	822	82.5	[12.536653]	[105]	[12.965319]	[105]	[92467757]	[92467757]
886_26715	chr8	47353569	47353969	+	589	82.5	[6.145928]	[140]	[6.255852]	[140]	[47353776]	[47353776]
886_26716	chr8	54560354	54560754	+	565	82.5	[17.29618]	[91]	[17.30608]	[91]	[54560545]	[54560545]
886_26723	chr9	133160805	133161205	+	706	82.5	[]	[]	[4.037037]	[125]	[]	[133160962]
886_26725	chrX	124263705	124264105	+	798	82.5	[6.136028]	[151]	[6.265752]	[151]	[124263932]	[124263932]
886_26726	chr1	9071517	9071917	+	831	82.0	[10.661659]	[141]	[10.671558]	[141]	[9071711]	[9071711]
886_2673	chr17	39334986	39335386	+	1000	482.5	[8.130846]	[94]	[8.439688]	[94]	[39335178]	[39335178]
886_26730	chr1	69993857	69994257	+	812	82.0	[17.939297]	[104]	[17.939297]	[104]	[69994054]	[69994054]
886_26733	chr1	174794395	174794795	+	571	82.0	[8.130846]	[116]	[8.439688]	[116]	[174794600]	[174794600]
886_26738	chr1	227976668	227977068	+	828	82.0	[12.965319]	[110]	[12.536653]	[110]	[227976878]	[227976878]
886_2674	chr19	50870389	50870789	+	1000	482.5	[17.939297]	[99]	[17.939297]	[99]	[50870585]	[50870585]
886_26741	chr10	98846769	98847169	+	646	82.0	[17.939297]	[108]	[17.939297]	[108]	[98846976]	[98846976]
886_26742	chr10	101334259	101334659	+	825	82.0	[17.30608]	[101]	[17.29618]	[101]	[101334460]	[101334460]
886_26746	chr11	8728536	8728936	+	820	82.0	[6.3307967]	[124]	[5.902131]	[124]	[8728756]	[8728756]
886_2675	chr3	171960957	171961357	+	1000	482.5	[10.661659]	[108]	[10.671558]	[108]	[171961159]	[171961159]
886_26767	chr15	84883422	84883822	+	828	82.0	[11.304774]	[120]	[11.304774]	[120]	[84883615]	[84883615]
886_26776	chr17	42082834	42083234	+	775	82.0	[6.136028]	[101]	[6.265752]	[101]	[42083029]	[42083029]
886_26784	chr18	31962242	31962642	+	811	82.0	[12.332103]	[121]	[11.8935375]	[121]	[31962461]	[31962461]
886_26787	chr18	80257820	80258220	+	721	82.0	[8.061547]	[53]	[8.266545]	[53]	[80257971]	[80257971]
886_26796	chr19	40335953	40336353	+	828	82.0	[11.8935375]	[102]	[12.332103]	[102]	[40336147]	[40336147]
886_26797	chr19	47449580	47449980	+	836	82.0	[12.322203]	[290]	[11.903437]	[290]	[47449791]	[47449791]
886_268	chr6	42028504	42028904	+	1000	1129.0	[7.2392173]	[108]	[7.4727845]	[108]	[42028700]	[42028700]
886_26803	chr2	69826044	69826444	+	833	82.0	[8.130846]	[197]	[8.439688]	[197]	[69826292]	[69826292]
886_26809	chr2	186493691	186494091	+	646	82.0	[12.536653]	[92]	[12.965319]	[92]	[186493880]	[186493880]
886_26811	chr2	218570095	218570495	+	682	82.0	[13.53349]	[100]	[13.413666]	[100]	[218570289]	[218570289]
886_26819	chr3	13189728	13190128	+	702	82.0	[4.037037]	[147]	[]	[]	[13189962]	[]
886_26820	chr3	119353234	119353634	+	753	82.0	[12.900274]	[82]	[12.77055]	[82]	[119353403]	[119353403]
886_26824	chr4	56445684	56446084	+	598	82.0	[7.49763]	[102]	[7.7965717]	[102]	[56445879]	[56445879]
886_26829	chr5	127705036	127705436	+	579	82.0	[]	[]	[4.037037]	[80]	[]	[127705209]
886_26832	chr5	172002871	172003271	+	676	82.0	[6.779144, 4.040532]	[76, 158]	[6.8989677]	[76]	[172003030, 172003112]	[172003030]
886_26836	chr6	37072581	37072981	+	830	82.0	[6.8989677]	[292]	[6.779144]	[292]	[37072760]	[37072760]
886_26843	chr6	135400225	135400625	+	796	82.0	[7.49763]	[130]	[7.7965717]	[130]	[135400447]	[135400447]
886_2685	chr3	119463442	119463842	+	1000	481.5	[13.873739]	[100]	[14.1073065]	[100]	[119463639]	[119463639]
886_26850	chr7	108605517	108605917	+	829	82.0	[10.661659]	[137]	[10.671558]	[137]	[108605752]	[108605752]
886_26851	chr7	118055631	118056031	+	763	82.0	[6.3307967, 5.687681]	[159, 204]	[5.902131, 5.268915]	[159, 204]	[118055832, 118055877]	[118055832, 118055877]
886_26859	chr8	93557927	93558327	+	833	82.0	[12.536653, 6.3307967]	[113, 116]	[12.965319, 5.902131]	[113, 116]	[93558130, 93558133]	[93558130, 93558133]
886_26861	chr8	105143889	105144289	+	728	82.0	[6.3307967, 8.439688]	[122, 182]	[5.902131, 8.130846]	[122, 182]	[105144076, 105144136]	[105144076, 105144136]
886_26863	chr8	125414895	125415295	+	835	82.0	[11.304774, 4.0306325]	[92, 155]	[11.304774, 4.037037, 4.037037]	[92, 135, 155]	[125415070, 125415133]	[125415070, 125415113, 125415133]
886_26865	chr9	96859773	96860173	+	799	82.0	[11.304774]	[136]	[11.304774]	[136]	[96860004]	[96860004]
886_26867	chr9	127923820	127924220	+	789	82.0	[13.873739]	[109]	[14.1073065]	[109]	[127924017]	[127924017]
886_26874	chr1	9959220	9959620	+	834	81.5	[7.2392173]	[162]	[7.4727845]	[162]	[9959463]	[9959463]
886_26878	chr1	41806764	41807164	+	824	81.5	[6.136028]	[102]	[6.265752]	[102]	[41806958]	[41806958]
886_2689	chr7	28685873	28686273	+	1000	481.5	[8.439688]	[79]	[8.130846]	[79]	[28686049]	[28686049]
886_26896	chr11	13114889	13115289	+	827	81.5	[5.259015]	[95]	[5.697581]	[95]	[13115067]	[13115067]
886_26904	chr12	23424788	23425188	+	699	81.5	[5.687681]	[232]	[5.268915]	[232]	[23425010]	[23425010]
886_26909	chr12	111010916	111011316	+	829	81.5	[4.037037]	[106]	[]	[]	[111011121]	[]
886_26910	chr12	112342628	112343028	+	587	81.5	[11.260322]	[170]	[11.688987]	[170]	[112342796]	[112342796]
886_26912	chr13	102606481	102606881	+	746	81.5	[5.0544653]	[138]	[4.625799]	[138]	[102606717]	[102606717]
886_26913	chr14	65305586	65305986	+	817	81.5	[17.30608]	[108]	[17.29618]	[108]	[65305790]	[65305790]
886_26917	chr15	29676529	29676929	+	823	81.5	[11.8935375]	[149]	[12.332103]	[149]	[29676762]	[29676762]
886_26919	chr15	39459458	39459858	+	730	81.5	[8.439688]	[141]	[8.130846]	[141]	[39459675]	[39459675]
886_26928	chr16	25539753	25540153	+	719	81.5	[6.779144]	[150]	[6.8989677]	[150]	[25539989]	[25539989]
886_2693	chr19	39412068	39412468	+	1000	481.0	[10.028443]	[163]	[10.028443]	[163]	[39412309]	[39412309]
886_26931	chr16	66598123	66598523	+	775	81.5	[12.332103]	[123]	[11.8935375]	[123]	[66598323]	[66598323]
886_26933	chr16	68985885	68986285	+	831	81.5	[5.268915, 5.697581]	[112, 115]	[5.687681, 5.259015]	[112, 115]	[68986072, 68986075]	[68986072, 68986075]
886_26937	chr17	35442508	35442908	+	821	81.5	[7.4727845]	[78]	[7.2392173]	[78]	[35442671]	[35442671]
886_26943	chr18	416904	417304	+	772	81.5	[5.268915]	[144]	[5.687681]	[144]	[417115]	[417115]
886_26946	chr18	51009112	51009512	+	708	81.5	[4.670253]	[127]	[4.037037, 4.673748]	[97, 127]	[51009318]	[51009288, 51009318]
886_2695	chr1	209884660	209885060	+	1000	480.5	[6.136028]	[169]	[6.265752]	[169]	[209884893]	[209884893]
886_26951	chr2	10538354	10538754	+	826	81.5	[5.697581]	[220]	[5.259015]	[220]	[10538526]	[10538526]
886_26964	chr21	38388201	38388601	+	785	81.5	[9.133328]	[92]	[8.471095]	[92]	[38388380]	[38388380]
886_26969	chr22	22974842	22975242	+	820	81.5	[4.625799]	[171]	[5.0544653]	[171]	[22975038]	[22975038]
886_26976	chr3	45367361	45367761	+	787	81.5	[8.471095]	[126]	[9.133328]	[126]	[45367564]	[45367564]
886_2698	chr6	46437668	46438068	+	1000	480.5	[8.130846]	[105]	[8.439688]	[105]	[46437857]	[46437857]
886_26980	chr3	160216122	160216522	+	775	81.5	[5.268915]	[108]	[5.687681]	[108]	[160216317]	[160216317]
886_26982	chr3	190566388	190566788	+	810	81.5	[6.136028]	[161]	[6.265752]	[161]	[190566607]	[190566607]
886_26984	chr4	47968852	47969252	+	775	81.5	[12.965319]	[108]	[12.536653]	[108]	[47969038]	[47969038]
886_26985	chr4	55684235	55684635	+	819	81.5	[12.536653]	[175]	[12.965319]	[175]	[55684470]	[55684470]
886_26991	chr4	184153760	184154160	+	823	81.5	[4.037037, 16.662966]	[88, 103]	[16.662966]	[103]	[184153947, 184153962]	[184153962]
886_26995	chr5	133508303	133508703	+	819	81.5	[5.268915, 12.322203]	[91, 108]	[5.687681, 11.903437]	[91, 108]	[133508489, 133508506]	[133508489, 133508506]
886_26998	chr5	149837654	149838054	+	831	81.5	[5.697581]	[88]	[5.259015]	[88]	[149837817]	[149837817]
886_26999	chr6	6689939	6690339	+	813	81.5	[11.304774]	[85]	[11.304774]	[85]	[6690113]	[6690113]
886_27	chr9	97632641	97633041	+	1000	1560.0	[17.939297]	[102]	[17.939297]	[102]	[97632837]	[97632837]
886_270	chr7	121160053	121160453	+	1000	1124.5	[7.7965717, 5.687681, 7.7965717]	[72, 99, 104]	[7.49763, 5.268915, 7.49763]	[72, 99, 104]	[121160209, 121160236, 121160241]	[121160209, 121160236, 121160241]
886_2700	chr1	204177188	204177588	+	1000	480.0	[11.903437]	[114]	[12.322203]	[114]	[204177387]	[204177387]
886_27000	chr6	7370560	7370960	+	829	81.5	[8.439688]	[110]	[8.130846]	[110]	[7370760]	[7370760]
886_2701	chr16	4847181	4847581	+	1000	480.0	[13.4641905]	[120]	[13.240523]	[120]	[4847387]	[4847387]
886_27012	chr7	1789882	1790282	+	740	81.5	[6.136028]	[100]	[6.265752]	[100]	[1790076]	[1790076]
886_27021	chr8	23798388	23798788	+	821	81.5	[8.899761]	[66]	[8.704662]	[66]	[23798545]	[23798545]
886_27022	chr8	25632789	25633189	+	681	81.5	[6.779144]	[101]	[6.8989677]	[101]	[25632988]	[25632988]
886_27026	chr9	36132117	36132517	+	764	81.5	[4.0652885]	[99]	[4.6076975]	[99]	[36132316]	[36132316]
886_27030	chr9	130931878	130932278	+	716	81.5	[4.7366085]	[91]	[4.7305465]	[91]	[130932038]	[130932038]
886_27032	chr9	137545609	137546009	+	824	81.5	[6.6060014]	[158]	[6.8296685]	[158]	[137545825]	[137545825]
886_27035	chrX	18422299	18422699	+	622	81.5	[17.30608]	[98]	[17.29618]	[98]	[18422496]	[18422496]
886_2704	chr5	176372110	176372510	+	1000	480.0	[17.30608]	[93]	[17.29618]	[93]	[176372301]	[176372301]
886_27043	chr1	38488162	38488562	+	827	81.0	[12.536653, 6.3307967]	[106, 109]	[12.965319, 5.902131]	[106, 109]	[38488362, 38488365]	[38488362, 38488365]
886_27045	chr1	91941701	91942101	+	811	81.0	[]	[]	[4.037037]	[315]	[]	[91941933]
886_27048	chr1	119781686	119782086	+	732	81.0	[11.8935375]	[128]	[12.332103]	[128]	[119781908]	[119781908]
886_2705	chr6	149934226	149934626	+	1000	480.0	[12.332103, 12.332103, 12.332103]	[89, 115, 141]	[11.8935375, 11.8935375, 11.8935375]	[89, 115, 141]	[149934406, 149934432, 149934458]	[149934406, 149934432, 149934458]
886_27052	chr1	220742521	220742921	+	669	81.0	[17.30608]	[99]	[17.29618]	[99]	[220742716]	[220742716]
886_27055	chr1	245040805	245041205	+	813	81.0	[7.4877305]	[96]	[7.806472]	[96]	[245040991]	[245040991]
886_2706	chr6	158242493	158242893	+	1000	480.0	[7.806472]	[102]	[7.4877305]	[102]	[158242688]	[158242688]
886_27061	chr10	122368824	122369224	+	548	81.0	[12.536653, 5.687681]	[149, 152]	[12.965319, 5.268915]	[149, 152]	[122369052, 122369055]	[122369052, 122369055]
886_27062	chr11	15942813	15943213	+	815	81.0	[10.671558]	[100]	[10.661659]	[100]	[15942995]	[15942995]
886_27067	chr11	88353376	88353776	+	801	81.0	[6.8296685]	[152]	[6.6060014]	[152]	[88353597]	[88353597]
886_27072	chr12	51811210	51811610	+	795	81.0	[13.873739]	[95]	[14.1073065]	[95]	[51811399]	[51811399]
886_27074	chr12	113236567	113236967	+	819	81.0	[7.4877305]	[123]	[7.806472]	[123]	[113236788]	[113236788]
886_27075	chr12	124588212	124588612	+	689	81.0	[12.536653]	[256]	[12.965319]	[256]	[124588418]	[124588418]
886_27076	chr12	129999280	129999680	+	677	81.0	[12.77055]	[243]	[12.900274]	[243]	[129999529]	[129999529]
886_27078	chr14	23174235	23174635	+	739	81.0	[11.260322]	[97]	[11.688987]	[97]	[23174430]	[23174430]
886_27084	chr15	81939536	81939936	+	803	81.0	[6.136028]	[142]	[6.265752]	[142]	[81939715]	[81939715]
886_27091	chr17	62366278	62366678	+	673	81.0	[4.670253]	[152]	[4.670253]	[152]	[62366435]	[62366435]
886_27092	chr17	80362692	80363092	+	775	81.0	[12.536653]	[106]	[12.965319]	[106]	[80362883]	[80362883]
886_27094	chr19	7368900	7369300	+	754	81.0	[7.2392173]	[126]	[7.4727845]	[126]	[7369110]	[7369110]
886_27097	chr19	52028237	52028637	+	670	81.0	[10.661659]	[101]	[10.671558]	[101]	[52028426]	[52028426]
886_271	chr3	124730206	124730606	+	1000	1123.0	[17.30608]	[100]	[17.29618]	[100]	[124730404]	[124730404]
886_27102	chr2	88502408	88502808	+	767	81.0	[10.661659]	[135]	[10.671558]	[135]	[88502643]	[88502643]
886_27103	chr2	113831259	113831659	+	795	81.0	[6.149423]	[198]	[6.255852]	[198]	[113831467]	[113831467]
886_27107	chr2	178808774	178809174	+	763	81.0	[6.145928]	[218]	[6.255852]	[218]	[178808992]	[178808992]
886_27108	chr2	200873551	200873951	+	821	81.0	[7.2392173]	[219]	[7.4727845]	[219]	[200873797]	[200873797]
886_27114	chr22	17712379	17712779	+	640	81.0	[6.8989677]	[160]	[6.779144]	[160]	[17712568]	[17712568]
886_27115	chr22	19009624	19010024	+	798	81.0	[6.136028]	[102]	[6.265752]	[102]	[19009816]	[19009816]
886_27125	chr3	71930314	71930714	+	777	81.0	[5.259015]	[123]	[5.697581]	[123]	[71930532]	[71930532]
886_27126	chr3	81764681	81765081	+	734	81.0	[6.136028, 11.304774]	[131, 177]	[6.265752, 11.304774]	[131, 177]	[81764872, 81764918]	[81764872, 81764918]
886_27128	chr3	141100096	141100496	+	815	81.0	[10.671558, 11.304774, 11.304774]	[83, 99, 129]	[10.661659, 11.304774, 11.304774]	[83, 99, 129]	[141100260, 141100276, 141100306]	[141100260, 141100276, 141100306]
886_2713	chr9	109010669	109011069	+	1000	479.5	[12.322203]	[87]	[11.903437]	[87]	[109010851]	[109010851]
886_27133	chr4	2746063	2746463	+	756	81.0	[7.9262958]	[81]	[7.367906]	[81]	[2746233]	[2746233]
886_27137	chr4	87651923	87652323	+	556	81.0	[12.78045, 6.3307967]	[132, 153]	[12.890374, 5.902131]	[132, 153]	[87652144, 87652165]	[87652144, 87652165]
886_27141	chr4	159248721	159249121	+	631	81.0	[8.439688, 6.6055403]	[99, 179]	[8.130846, 7.0303683]	[99, 179]	[159248891, 159248971]	[159248891, 159248971]
886_27143	chr5	14347495	14347895	+	723	81.0	[13.873739]	[124]	[14.1073065]	[124]	[14347710]	[14347710]
886_27149	chr5	176784122	176784522	+	748	81.0	[7.2392173]	[90]	[7.4727845]	[90]	[176784292]	[176784292]
886_27152	chr6	32068720	32069120	+	823	81.0	[11.903437]	[114]	[12.322203]	[114]	[32068920]	[32068920]
886_27158	chr6	149948637	149949037	+	568	81.0	[5.902131, 12.965319]	[103, 106]	[6.3307967, 12.536653]	[103, 106]	[149948835, 149948838]	[149948835, 149948838]
886_27163	chr7	149109934	149110334	+	755	81.0	[7.4727845]	[80]	[7.2392173]	[80]	[149110102]	[149110102]
886_27165	chr7	151566822	151567222	+	816	81.0	[5.259015]	[225]	[5.697581]	[225]	[151567041]	[151567041]
886_27168	chr8	29252101	29252501	+	566	81.0	[12.332103]	[113]	[11.8935375]	[113]	[29252303]	[29252303]
886_27169	chr8	47345701	47346101	+	601	81.0	[12.536653]	[104]	[12.965319]	[104]	[47345893]	[47345893]
886_2717	chr14	22791266	22791666	+	1000	479.0	[4.7305465, 12.332103]	[62, 102]	[4.7366085, 11.8935375]	[62, 102]	[22791418, 22791458]	[22791418, 22791458]
886_27176	chr8	140880085	140880485	+	656	81.0	[11.304774]	[126]	[11.304774]	[126]	[140880302]	[140880302]
886_27184	chrX	30183515	30183915	+	814	81.0	[12.965319]	[163]	[12.536653]	[163]	[30183744]	[30183744]
886_2719	chr10	34758386	34758786	+	1000	478.5	[10.661659]	[74]	[10.671558]	[74]	[34758556]	[34758556]
886_27191	chr1	160340162	160340562	+	672	80.5	[11.8935375]	[119]	[12.332103]	[119]	[160340337]	[160340337]
886_27199	chr10	45398318	45398718	+	607	80.5	[11.903437]	[100]	[12.322203]	[100]	[45398504]	[45398504]
886_27202	chr10	71323433	71323833	+	734	80.5	[4.037037]	[116]	[]	[]	[71323604]	[]
886_2721	chr12	92206589	92206989	+	1000	478.5	[11.8935375]	[122]	[12.332103]	[122]	[92206808]	[92206808]
886_27213	chr12	53626177	53626577	+	818	80.5	[4.037037]	[137]	[]	[]	[53626406]	[]
886_27215	chr12	75600102	75600502	+	807	80.5	[5.902131, 11.903437, 6.3307967]	[95, 134, 137]	[6.3307967, 12.322203, 5.902131]	[95, 134, 137]	[75600291, 75600330, 75600333]	[75600291, 75600330, 75600333]
886_27217	chr12	122225739	122226139	+	711	80.5	[]	[]	[4.037037]	[234]	[]	[122225972]
886_27218	chr13	44779075	44779475	+	611	80.5	[6.265752]	[93]	[6.136028]	[93]	[44779268]	[44779268]
886_27219	chr14	74847080	74847480	+	639	80.5	[6.3307967]	[218]	[5.902131]	[218]	[74847317]	[74847317]
886_2722	chr16	30355239	30355639	+	1000	478.5	[13.240523]	[89]	[13.4641905]	[89]	[30355426]	[30355426]
886_27222	chr14_KI270722v1_random	183057	183457	+	697	80.5	[17.29618]	[93]	[17.30608]	[93]	[183248]	[183248]
886_27223	chr15	35746121	35746521	+	804	80.5	[8.266545]	[160]	[8.061547]	[160]	[35746358]	[35746358]
886_27224	chr15	39794911	39795311	+	820	80.5	[12.332103]	[129]	[11.8935375]	[129]	[39795126]	[39795126]
886_27226	chr15	49036872	49037272	+	783	80.5	[6.8989677]	[164]	[6.779144]	[164]	[49037081]	[49037081]
886_27231	chr15	83431914	83432314	+	693	80.5	[4.670253, 5.268915]	[102, 107]	[4.670253, 5.687681]	[102, 107]	[83432106, 83432111]	[83432106, 83432111]
886_27232	chr16	9603329	9603729	+	761	80.5	[12.900274]	[120]	[12.77055]	[120]	[9603536]	[9603536]
886_27242	chr18	54479353	54479753	+	754	80.5	[17.939297]	[111]	[17.939297]	[111]	[54479556]	[54479556]
886_27244	chr19	8112896	8113296	+	641	80.5	[11.304774]	[89]	[11.304774]	[89]	[8113078]	[8113078]
886_27251	chr2	25253963	25254363	+	784	80.5	[5.268915, 8.899761]	[116, 119]	[5.687681, 8.704662]	[116, 119]	[25254178, 25254181]	[25254178, 25254181]
886_27253	chr2	43168870	43169270	+	554	80.5	[4.670253]	[263]	[4.670253]	[263]	[43169095]	[43169095]
886_27258	chr2	132346382	132346782	+	679	80.5	[4.670253]	[159]	[4.670253]	[159]	[132346574]	[132346574]
886_2727	chr5	127031879	127032279	+	1000	478.0	[10.661659]	[135]	[10.671558]	[135]	[127032101]	[127032101]
886_27271	chr3	37546857	37547257	+	814	80.5	[11.903437]	[117]	[12.322203]	[117]	[37547067]	[37547067]
886_27277	chr3	182370907	182371307	+	761	80.5	[5.3698244]	[153]	[5.373662]	[153]	[182371132]	[182371132]
886_2728	chr6	33320341	33320741	+	1000	478.0	[11.304774]	[81]	[11.304774]	[81]	[33320504]	[33320504]
886_27280	chr4	80137816	80138216	+	820	80.5	[4.037037]	[163]	[]	[]	[80137994]	[]
886_27284	chr4	98951017	98951417	+	796	80.5	[5.268915]	[191]	[5.687681]	[191]	[98951211]	[98951211]
886_27286	chr4	126919891	126920291	+	719	80.5	[8.559512]	[88]	[8.011022]	[88]	[126920066]	[126920066]
886_27288	chr4	184355176	184355576	+	781	80.5	[4.037037]	[288]	[]	[]	[184355378]	[]
886_27289	chr5	39079504	39079904	+	686	80.5	[17.939297]	[109]	[17.939297]	[109]	[39079685]	[39079685]
886_2729	chr11	33891599	33891999	+	1000	477.5	[8.130846]	[103]	[8.439688]	[103]	[33891801]	[33891801]
886_27290	chr5	39102964	39103364	+	763	80.5	[5.697581]	[124]	[5.259015]	[124]	[39103169]	[39103169]
886_2730	chr12	8082006	8082406	+	1000	477.5	[5.6226363]	[88]	[5.502812]	[88]	[8082191]	[8082191]
886_27300	chr6	166515093	166515493	+	756	80.5	[4.670253]	[136]	[4.670253]	[136]	[166515307]	[166515307]
886_27301	chr7	20193099	20193499	+	761	80.5	[11.8935375]	[100]	[12.332103]	[100]	[20193287]	[20193287]
886_27306	chr8	6256982	6257382	+	817	80.5	[16.662966]	[115]	[16.662966]	[115]	[6257192]	[6257192]
886_27307	chr8	55845101	55845501	+	750	80.5	[5.687681]	[155]	[5.268915]	[155]	[55845310]	[55845310]
886_27318	chrX	13694319	13694719	+	757	80.5	[12.536653]	[141]	[12.965319]	[141]	[13694538]	[13694538]
886_2732	chr17	81926756	81927156	+	1000	477.5	[10.028443]	[97]	[10.028443]	[97]	[81926952]	[81926952]
886_27320	chrX	41014731	41015131	+	722	80.5	[4.670253]	[137]	[4.670253]	[137]	[41014920]	[41014920]
886_27330	chr1	75765700	75766100	+	752	80.0	[7.2392173]	[123]	[7.4727845]	[123]	[75765899]	[75765899]
886_27332	chr1	100923146	100923546	+	701	80.0	[6.3307967]	[95]	[5.902131]	[95]	[100923339]	[100923339]
886_27337	chr1	167620038	167620438	+	797	80.0	[8.471095]	[142]	[9.133328]	[142]	[167620239]	[167620239]
886_27339	chr1	218351570	218351970	+	763	80.0	[6.8545146]	[149]	[7.163356]	[149]	[218351804]	[218351804]
886_2734	chr4	128461185	128461585	+	1000	477.5	[4.037037]	[138]	[]	[]	[128461406]	[]
886_27341	chr1	227393315	227393715	+	713	80.0	[4.037037, 11.304774]	[105, 156]	[11.304774]	[156]	[227393492, 227393543]	[227393543]
886_27351	chr11	126419994	126420394	+	815	80.0	[6.255852]	[54]	[6.145928]	[54]	[126420147]	[126420147]
886_27355	chr12	57547122	57547522	+	783	80.0	[6.8989677]	[101]	[6.779144]	[101]	[57547298]	[57547298]
886_27362	chr15	23539907	23540307	+	613	80.0	[12.322203, 11.304774]	[73, 106]	[11.903437, 11.304774]	[73, 106]	[23540071, 23540104]	[23540071, 23540104]
886_27365	chr16	15147183	15147583	+	649	80.0	[6.3307967]	[77]	[5.902131]	[77]	[15147359]	[15147359]
886_27366	chr16	19102375	19102775	+	630	80.0	[12.322203]	[103]	[11.903437]	[103]	[19102566]	[19102566]
886_27369	chr17	28229884	28230284	+	605	80.0	[4.670253, 11.304774]	[59, 102]	[4.670253, 11.304774]	[59, 102]	[28230039, 28230082]	[28230039, 28230082]
886_27371	chr17	42373899	42374299	+	683	80.0	[10.671558, 7.4877305]	[83, 111]	[10.661659, 7.806472]	[83, 111]	[42374054, 42374082]	[42374054, 42374082]
886_27380	chr19	16890570	16890970	+	815	80.0	[4.037037]	[151]	[]	[]	[16890785]	[]
886_27386	chr2	55628904	55629304	+	819	80.0	[11.304774]	[83]	[11.304774]	[83]	[55629077]	[55629077]
886_27387	chr2	74252880	74253280	+	674	80.0	[11.304774]	[85]	[11.304774]	[85]	[74253049]	[74253049]
886_27388	chr2	98624436	98624836	+	762	80.0	[14.1073065]	[127]	[13.873739]	[127]	[98624593]	[98624593]
886_27393	chr2	217797736	217798136	+	601	80.0	[]	[]	[4.037037]	[108]	[]	[217797942]
886_274	chr19	7943493	7943893	+	1000	1116.0	[6.145928]	[101]	[6.255852]	[101]	[7943689]	[7943689]
886_27406	chr22	20940687	20941087	+	697	80.0	[6.265752]	[235]	[6.136028]	[235]	[20940923]	[20940923]
