#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID1B_idr.fa ARID1B --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
892_27945	chr10	60768883	60769283	+	1000	93.0	[9.257497]	[142]	[]	[]	[60769105]	[]
892_27946	chr10	61211420	61211820	+	1000	93.0	[]	[]	[9.257497]	[135]	[]	[61211636]
892_27948	chr10	73703982	73704382	+	1000	93.0	[9.257497]	[160]	[]	[]	[73704147]	[]
892_2795	chr2	216188467	216188867	+	1000	521.5	[9.257497]	[95]	[9.257497]	[140]	[216188654]	[216188699]
892_27954	chr11	5691253	5691653	+	1000	93.0	[]	[]	[9.257497]	[88]	[]	[5691429]
892_27955	chr11	38594836	38595236	+	1000	93.0	[]	[]	[9.257497, 9.257497]	[114, 148]	[]	[38595016, 38595050]
892_27957	chr11	57680909	57681309	+	1000	93.0	[9.257497]	[153]	[]	[]	[57681141]	[]
892_2796	chr3	37765660	37766060	+	1000	521.5	[9.257497]	[95]	[]	[]	[37765851]	[]
892_27961	chr11	113584903	113585303	+	1000	93.0	[]	[]	[9.257497]	[142]	[]	[113585144]
892_27965	chr12	57892248	57892648	+	1000	93.0	[]	[]	[9.257497]	[139]	[]	[57892458]
892_27967	chr12	76544869	76545269	+	686	93.0	[]	[]	[9.257497]	[125]	[]	[76545055]
892_27968	chr12	111624643	111625043	+	1000	93.0	[]	[]	[9.257497]	[159]	[]	[111624821]
892_2797	chr3	143181945	143182345	+	1000	521.5	[9.257497]	[72]	[9.257497]	[146]	[143182114]	[143182188]
892_27973	chr14	102686324	102686724	+	1000	93.0	[9.257497]	[226]	[]	[]	[102686547]	[]
892_27975	chr15	49402557	49402957	+	1000	93.0	[]	[]	[9.257497]	[99]	[]	[49402734]
892_27976	chr15	63243776	63244176	+	1000	93.0	[]	[]	[9.257497, 9.257497]	[161, 181]	[]	[63243984, 63244004]
892_2798	chr9	122376049	122376449	+	1000	521.5	[]	[]	[9.257497]	[101]	[]	[122376214]
892_27981	chr16	56836443	56836843	+	741	93.0	[9.257497]	[113]	[9.257497]	[85]	[56836641]	[56836613]
892_27984	chr17	2089428	2089828	+	1000	93.0	[9.257497]	[162]	[]	[]	[2089637]	[]
892_27985	chr17	5042266	5042666	+	1000	93.0	[9.257497]	[132]	[]	[]	[5042461]	[]
892_27994	chr17	55743080	55743480	+	1000	93.0	[9.257497]	[118]	[9.257497]	[133]	[55743287]	[55743302]
892_27998	chr18	9477489	9477889	+	1000	93.0	[9.257497]	[90]	[]	[]	[9477640]	[]
892_28	chr7	107007352	107007752	+	1000	2115.5	[9.257497]	[68]	[]	[]	[107007509]	[]
892_280	chr4	174681816	174682216	+	1000	1358.0	[]	[]	[9.257497]	[174]	[]	[174682061]
892_2800	chr12	45273837	45274237	+	1000	521.0	[9.257497]	[141]	[]	[]	[45274037]	[]
892_28001	chr18	54765630	54766030	+	1000	93.0	[]	[]	[9.257497]	[138]	[]	[54765843]
892_28002	chr19	4153250	4153650	+	958	93.0	[]	[]	[9.257497]	[154]	[]	[4153490]
892_28003	chr19	5342754	5343154	+	1000	93.0	[]	[]	[9.257497]	[139]	[]	[5342910]
892_28004	chr19	9786194	9786594	+	1000	93.0	[]	[]	[9.257497]	[120]	[]	[9786350]
892_28007	chr19	30864348	30864748	+	1000	93.0	[9.257497]	[117]	[]	[]	[30864520]	[]
892_28008	chr19	39046144	39046544	+	1000	93.0	[9.257497]	[138]	[]	[]	[39046295]	[]
892_2801	chr19	49775769	49776169	+	1000	521.0	[9.257497]	[134]	[]	[]	[49775956]	[]
892_28010	chr2	10635435	10635835	+	989	93.0	[9.257497]	[121]	[]	[]	[10635656]	[]
892_28012	chr2	48112058	48112458	+	1000	93.0	[9.257497]	[165]	[]	[]	[48112289]	[]
892_28013	chr2	60962526	60962926	+	1000	93.0	[9.257497]	[160]	[9.257497, 9.257497]	[93, 149]	[60962760]	[60962693, 60962749]
892_28014	chr2	68606056	68606456	+	1000	93.0	[9.257497]	[201]	[]	[]	[68606208]	[]
892_28018	chr2	175894307	175894707	+	939	93.0	[9.257497]	[152]	[]	[]	[175894543]	[]
892_2802	chr4	178037384	178037784	+	1000	521.0	[]	[]	[9.257497, 9.257497]	[68, 89]	[]	[178037550, 178037571]
892_28022	chr2	231570886	231571286	+	827	93.0	[9.257497]	[135]	[9.257497]	[179]	[231571089]	[231571133]
892_2803	chr6	36888976	36889376	+	1000	521.0	[]	[]	[9.257497, 9.257497]	[124, 163]	[]	[36889185, 36889224]
892_28034	chr22	22495052	22495452	+	1000	93.0	[]	[]	[9.257497]	[177]	[]	[22495297]
892_28043	chr3	128457024	128457424	+	885	93.0	[9.257497]	[131]	[]	[]	[128457224]	[]
892_28047	chr3	155229240	155229640	+	1000	93.0	[9.257497]	[142]	[9.257497]	[78]	[155229477]	[155229413]
892_28048	chr3	196612365	196612765	+	1000	93.0	[9.257497]	[152]	[]	[]	[196612563]	[]
892_28049	chr4	76256168	76256568	+	1000	93.0	[9.257497]	[210]	[]	[]	[76256337]	[]
892_2805	chr1	154354538	154354938	+	1000	520.5	[9.257497]	[68]	[]	[]	[154354705]	[]
892_28053	chr5	14699837	14700237	+	1000	93.0	[9.257497]	[113]	[]	[]	[14700018]	[]
892_28057	chr5	126509214	126509614	+	1000	93.0	[9.257497]	[153]	[9.257497]	[76]	[126509457]	[126509380]
892_28058	chr5	133526409	133526809	+	1000	93.0	[9.257497]	[123]	[9.257497]	[169]	[133526595]	[133526641]
892_2806	chr13	18921082	18921482	+	1000	520.5	[9.257497]	[150]	[]	[]	[18921331]	[]
892_28068	chr6	44126456	44126856	+	1000	93.0	[9.257497]	[111]	[]	[]	[44126648]	[]
892_2807	chr20	4767068	4767468	+	1000	520.5	[]	[]	[9.257497, 9.257497]	[119, 173]	[]	[4767255, 4767309]
892_28073	chr6	119589966	119590366	+	1000	93.0	[9.257497]	[104]	[9.257497, 9.257497]	[86, 156]	[119590151]	[119590133, 119590203]
892_28076	chr6	158860275	158860675	+	1000	93.0	[9.257497, 9.257497, 9.257497]	[212, 244, 291]	[]	[]	[158860426, 158860458, 158860505]	[]
892_28077	chr7	5697725	5698125	+	828	93.0	[]	[]	[9.257497]	[114]	[]	[5697938]
892_2808	chr5	72166351	72166751	+	1000	520.5	[]	[]	[9.257497]	[128]	[]	[72166578]
892_28087	chr8	97798399	97798799	+	1000	93.0	[]	[]	[9.257497]	[213]	[]	[97798599]
892_28092	chr8	140463527	140463927	+	747	93.0	[9.257497]	[101]	[]	[]	[140463712]	[]
892_28094	chr9	72476874	72477274	+	1000	93.0	[9.257497]	[96]	[]	[]	[72477054]	[]
892_281	chr2	126674020	126674420	+	1000	1357.0	[9.257497]	[121]	[9.257497]	[84]	[126674224]	[126674187]
892_2810	chr12	12757658	12758058	+	1000	520.0	[]	[]	[9.257497]	[121]	[]	[12757867]
892_28101	chr9	136288970	136289370	+	1000	93.0	[9.257497, 9.257497]	[122, 147]	[9.257497]	[194]	[136289136, 136289161]	[136289208]
892_28104	chrX	39661502	39661902	+	1000	93.0	[9.257497]	[75]	[]	[]	[39661669]	[]
892_28109	chr1	21218244	21218644	+	1000	92.5	[]	[]	[9.257497]	[159]	[]	[21218481]
892_2811	chr2	195513213	195513613	+	1000	520.0	[]	[]	[9.257497]	[133]	[]	[195513444]
892_28118	chr1	89946176	89946576	+	1000	92.5	[9.257497]	[137]	[]	[]	[89946378]	[]
892_28119	chr1	119068425	119068825	+	1000	92.5	[9.257497]	[146]	[]	[]	[119068625]	[]
892_2812	chr2	219217669	219218069	+	1000	520.0	[]	[]	[9.257497]	[157]	[]	[219217844]
892_28121	chr1	165228709	165229109	+	718	92.5	[9.257497]	[93]	[]	[]	[165228890]	[]
892_28123	chr1	202029376	202029776	+	1000	92.5	[]	[]	[9.257497]	[93]	[]	[202029527]
892_28124	chr1	212121747	212122147	+	656	92.5	[9.257497]	[99]	[]	[]	[212121914]	[]
892_28133	chr10	43389894	43390294	+	931	92.5	[9.257497]	[87]	[]	[]	[43390059]	[]
892_28134	chr10	50316925	50317325	+	1000	92.5	[]	[]	[9.257497]	[84]	[]	[50317100]
892_28135	chr10	50387392	50387792	+	1000	92.5	[9.257497]	[121]	[9.257497, 9.257497]	[86, 133]	[50387583]	[50387548, 50387595]
892_28136	chr10	69468414	69468814	+	751	92.5	[9.257497]	[108]	[]	[]	[69468596]	[]
892_2814	chr6	122712303	122712703	+	1000	520.0	[9.257497]	[106]	[9.257497]	[92]	[122712509]	[122712495]
892_28142	chr11	35111604	35112004	+	569	92.5	[9.257497]	[136]	[]	[]	[35111790]	[]
892_28143	chr11	36405980	36406380	+	1000	92.5	[9.257497]	[84]	[]	[]	[36406155]	[]
892_28144	chr11	36409071	36409471	+	882	92.5	[9.257497]	[174]	[]	[]	[36409315]	[]
892_28145	chr11	44174813	44175213	+	1000	92.5	[9.257497]	[105]	[9.257497]	[158]	[44175009]	[44175062]
892_28147	chr11	57175457	57175857	+	1000	92.5	[9.257497]	[91]	[]	[]	[57175634]	[]
892_28151	chr11	75105073	75105473	+	1000	92.5	[]	[]	[9.257497]	[147]	[]	[75105255]
892_28155	chr12	27790198	27790598	+	839	92.5	[9.257497]	[85]	[]	[]	[27790363]	[]
892_2816	chr1	21791684	21792084	+	1000	519.5	[9.257497]	[98]	[]	[]	[21791840]	[]
892_28165	chr12	116336284	116336684	+	1000	92.5	[]	[]	[9.257497]	[130]	[]	[116336436]
892_28166	chr13	36212855	36213255	+	1000	92.5	[9.257497]	[97]	[]	[]	[36213012]	[]
892_28167	chr13	41136595	41136995	+	1000	92.5	[]	[]	[9.257497]	[138]	[]	[41136757]
892_28168	chr13	112704262	112704662	+	1000	92.5	[9.257497]	[124]	[]	[]	[112704485]	[]
892_28171	chr14	61690922	61691322	+	1000	92.5	[]	[]	[9.257497]	[97]	[]	[61691117]
892_28177	chr15	58142844	58143244	+	578	92.5	[9.257497]	[168]	[]	[]	[58143067]	[]
892_2819	chr3	16936194	16936594	+	1000	519.5	[9.257497]	[107]	[]	[]	[16936376]	[]
892_28190	chr16	79412655	79413055	+	1000	92.5	[]	[]	[9.257497]	[110]	[]	[79412839]
892_282	chr17	35560730	35561130	+	1000	1356.0	[]	[]	[9.257497]	[97]	[]	[35560919]
892_28208	chr19	33047487	33047887	+	988	92.5	[9.257497]	[171]	[]	[]	[33047694]	[]
892_28211	chr19	49106524	49106924	+	867	92.5	[9.257497]	[188]	[]	[]	[49106764]	[]
892_28215	chr2	9680200	9680600	+	1000	92.5	[]	[]	[9.257497]	[239]	[]	[9680423]
892_28216	chr2	47459080	47459480	+	1000	92.5	[9.257497, 9.257497]	[90, 95]	[]	[]	[47459247, 47459252]	[]
892_28222	chr2	151374402	151374802	+	1000	92.5	[9.257497]	[131]	[]	[]	[151374625]	[]
892_28226	chr2	217158884	217159284	+	1000	92.5	[9.257497]	[114]	[]	[]	[217159087]	[]
892_28227	chr2	231429859	231430259	+	1000	92.5	[]	[]	[9.257497]	[136]	[]	[231430094]
892_2823	chr18	8920843	8921243	+	1000	519.0	[9.257497]	[153]	[]	[]	[8921066]	[]
892_28237	chr22	32897453	32897853	+	1000	92.5	[9.257497]	[93]	[]	[]	[32897622]	[]
892_2824	chr9	87714838	87715238	+	1000	519.0	[9.257497, 9.257497, 9.257497]	[88, 118, 123]	[]	[]	[87715026, 87715056, 87715061]	[]
892_28240	chr3	15253236	15253636	+	1000	92.5	[]	[]	[9.257497]	[207]	[]	[15253480]
892_28244	chr3	50577336	50577736	+	1000	92.5	[]	[]	[9.257497]	[119]	[]	[50577527]
892_28245	chr3	108677812	108678212	+	1000	92.5	[9.257497]	[132]	[]	[]	[108678002]	[]
892_28248	chr3	185929681	185930081	+	1000	92.5	[9.257497]	[100]	[]	[]	[185929879]	[]
892_2825	chrX	153853605	153854005	+	1000	519.0	[9.257497]	[148]	[9.257497]	[66]	[153853842]	[153853760]
892_28251	chr3	196138800	196139200	+	1000	92.5	[9.257497]	[102]	[]	[]	[196138978]	[]
892_28256	chr4	85955628	85956028	+	1000	92.5	[]	[]	[9.257497]	[108]	[]	[85955833]
892_28260	chr4	138710315	138710715	+	1000	92.5	[9.257497]	[183]	[]	[]	[138710542]	[]
892_28262	chr5	33470446	33470846	+	1000	92.5	[9.257497]	[155]	[]	[]	[33470676]	[]
892_28265	chr5	72187378	72187778	+	1000	92.5	[]	[]	[9.257497]	[139]	[]	[72187592]
892_28266	chr5	74651618	74652018	+	929	92.5	[]	[]	[9.257497]	[171]	[]	[74651861]
892_28267	chr5	78245095	78245495	+	1000	92.5	[9.257497]	[204]	[]	[]	[78245320]	[]
892_28272	chr5	103391630	103392030	+	1000	92.5	[]	[]	[9.257497]	[120]	[]	[103391834]
892_28277	chr5	135193851	135194251	+	1000	92.5	[]	[]	[9.257497]	[130]	[]	[135194002]
892_2828	chr12	107914433	107914833	+	1000	518.5	[9.257497]	[105]	[]	[]	[107914617]	[]
892_28280	chr6	4848806	4849206	+	1000	92.5	[]	[]	[9.257497]	[224]	[]	[4848988]
892_28285	chr6	37085930	37086330	+	1000	92.5	[]	[]	[9.257497]	[252]	[]	[37086153]
892_28286	chr6	43870970	43871370	+	1000	92.5	[9.257497]	[175]	[9.257497, 9.257497]	[115, 158]	[43871204]	[43871144, 43871187]
892_28288	chr6	100948770	100949170	+	659	92.5	[9.257497]	[106]	[]	[]	[100948933]	[]
892_2829	chr15	41409673	41410073	+	1000	518.5	[9.257497]	[116]	[]	[]	[41409875]	[]
892_28295	chr7	12692834	12693234	+	965	92.5	[]	[]	[9.257497]	[70]	[]	[12692990]
892_28296	chr7	111492239	111492639	+	1000	92.5	[9.257497, 9.257497]	[170, 240]	[]	[]	[111492417, 111492487]	[]
892_28299	chr7	143281465	143281865	+	1000	92.5	[9.257497]	[153]	[]	[]	[143281692]	[]
892_2830	chr2	158228930	158229330	+	1000	518.5	[9.257497]	[183]	[]	[]	[158229176]	[]
892_28305	chr9	75084224	75084624	+	1000	92.5	[9.257497]	[86]	[]	[]	[75084403]	[]
892_2831	chr4	38667250	38667650	+	1000	518.5	[9.257497]	[69]	[]	[]	[38667413]	[]
892_28311	chrX	41621147	41621547	+	1000	92.5	[]	[]	[9.257497]	[91]	[]	[41621330]
892_28313	chrX	107691131	107691531	+	934	92.5	[9.257497]	[213]	[]	[]	[107691339]	[]
892_2832	chr7	134639896	134640296	+	1000	518.5	[9.257497]	[111]	[]	[]	[134640090]	[]
892_28322	chr1	41245734	41246134	+	1000	92.0	[]	[]	[9.257497]	[163]	[]	[41245968]
892_28329	chr1	159838547	159838947	+	785	92.0	[9.257497]	[177]	[]	[]	[159838786]	[]
892_2833	chr9	96778025	96778425	+	1000	518.5	[]	[]	[9.257497]	[148]	[]	[96778258]
892_28330	chr1	167926577	167926977	+	885	92.0	[]	[]	[9.257497]	[128]	[]	[167926751]
892_28335	chr10	9863485	9863885	+	962	92.0	[]	[]	[9.257497]	[141]	[]	[9863725]
892_28336	chr10	12448769	12449169	+	1000	92.0	[]	[]	[9.257497]	[272]	[]	[12448945]
892_28338	chr10	15603591	15603991	+	925	92.0	[9.257497]	[110]	[]	[]	[15603771]	[]
892_28341	chr10	119131363	119131763	+	1000	92.0	[9.257497]	[174]	[]	[]	[119131594]	[]
892_28343	chr11	3380742	3381142	+	1000	92.0	[9.257497]	[171]	[]	[]	[3380932]	[]
892_2835	chr4	189838755	189839155	+	1000	518.0	[9.257497]	[177]	[9.257497]	[130]	[189839004]	[189838957]
892_28352	chr12	12877228	12877628	+	590	92.0	[9.257497]	[122]	[9.257497]	[158]	[12877380]	[12877416]
892_28353	chr12	27549435	27549835	+	1000	92.0	[]	[]	[9.257497]	[179]	[]	[27549683]
892_28358	chr12	54566723	54567123	+	1000	92.0	[]	[]	[9.257497]	[167]	[]	[54566926]
892_2836	chr1	172933857	172934257	+	1000	517.5	[]	[]	[9.257497]	[136]	[]	[172934083]
892_28360	chr12	68865811	68866211	+	978	92.0	[]	[]	[9.257497]	[132]	[]	[68866026]
892_28361	chr12	102318151	102318551	+	1000	92.0	[9.257497, 9.257497]	[136, 172]	[]	[]	[102318308, 102318344]	[]
892_28364	chr13	27217755	27218155	+	1000	92.0	[9.257497]	[92]	[]	[]	[27217947]	[]
892_28365	chr13	41766412	41766812	+	1000	92.0	[]	[]	[9.257497]	[174]	[]	[41766660]
892_28366	chr13	98106000	98106400	+	717	92.0	[9.257497]	[91]	[]	[]	[98106175]	[]
892_2837	chr10	73649005	73649405	+	1000	517.5	[9.257497]	[83]	[]	[]	[73649171]	[]
892_28371	chr15	68284588	68284988	+	1000	92.0	[9.257497]	[117]	[]	[]	[68284747]	[]
892_28372	chr15	68704421	68704821	+	1000	92.0	[9.257497]	[158]	[]	[]	[68704607]	[]
892_28376	chr15	96047146	96047546	+	1000	92.0	[]	[]	[9.257497]	[313]	[]	[96047388]
892_28379	chr16	84592576	84592976	+	1000	92.0	[9.257497]	[197]	[]	[]	[84592760]	[]
892_2838	chr6	32288464	32288864	+	1000	517.5	[]	[]	[9.257497]	[94]	[]	[32288643]
892_28381	chr16	86576099	86576499	+	988	92.0	[9.257497]	[128]	[]	[]	[86576309]	[]
892_28382	chr17	16488465	16488865	+	764	92.0	[9.257497]	[142]	[]	[]	[16488685]	[]
892_28383	chr17	39007430	39007830	+	1000	92.0	[9.257497]	[122]	[]	[]	[39007640]	[]
892_28386	chr18	35827587	35827987	+	956	92.0	[]	[]	[9.257497]	[142]	[]	[35827796]
892_2839	chr8	65667899	65668299	+	1000	517.5	[]	[]	[9.257497]	[89]	[]	[65668086]
892_28390	chr19	16262709	16263109	+	1000	92.0	[9.257497]	[142]	[]	[]	[16262867]	[]
892_28391	chr19	16293544	16293944	+	1000	92.0	[]	[]	[9.257497]	[112]	[]	[16293745]
892_28397	chr19	48625294	48625694	+	1000	92.0	[9.257497]	[116]	[]	[]	[48625509]	[]
892_284	chr2	178273719	178274119	+	1000	1354.5	[]	[]	[9.257497]	[99]	[]	[178273905]
892_2840	chr1	30778350	30778750	+	1000	517.0	[9.257497]	[115]	[]	[]	[30778515]	[]
892_28401	chr2	8934299	8934699	+	1000	92.0	[9.257497]	[129]	[]	[]	[8934503]	[]
892_28405	chr2	55391852	55392252	+	1000	92.0	[]	[]	[9.257497]	[105]	[]	[55392045]
892_28406	chr2	58561204	58561604	+	1000	92.0	[9.257497]	[142]	[9.257497]	[128]	[58561421]	[58561407]
892_28410	chr2	155825827	155826227	+	1000	92.0	[9.257497]	[104]	[]	[]	[155826024]	[]
892_28412	chr2	226977875	226978275	+	993	92.0	[9.257497]	[162]	[9.257497]	[157]	[226978096]	[226978091]
892_28428	chr3	14175200	14175600	+	1000	92.0	[9.257497, 9.257497]	[222, 256]	[]	[]	[14175393, 14175427]	[]
892_28429	chr3	47517863	47518263	+	1000	92.0	[9.257497]	[156]	[]	[]	[47518042]	[]
892_28432	chr3	194140626	194141026	+	1000	92.0	[]	[]	[9.257497]	[199]	[]	[194140863]
892_28433	chr3	194674927	194675327	+	882	92.0	[]	[]	[9.257497]	[104]	[]	[194675080]
892_28434	chr3	195146977	195147377	+	1000	92.0	[9.257497]	[106]	[]	[]	[195147159]	[]
892_28435	chr3	197798740	197799140	+	1000	92.0	[]	[]	[9.257497]	[125]	[]	[197798958]
892_28438	chr4	89299541	89299941	+	843	92.0	[9.257497]	[121]	[]	[]	[89299743]	[]
892_2844	chr3	180860422	180860822	+	1000	517.0	[9.257497]	[115]	[]	[]	[180860634]	[]
892_28440	chr4	102560544	102560944	+	1000	92.0	[9.257497]	[168]	[]	[]	[102560755]	[]
892_28444	chr4	171857266	171857666	+	1000	92.0	[]	[]	[9.257497, 9.257497]	[136, 157]	[]	[171857485, 171857506]
892_28445	chr5	32184198	32184598	+	1000	92.0	[]	[]	[9.257497]	[168]	[]	[32184399]
892_2845	chr4	79678452	79678852	+	1000	517.0	[9.257497]	[229]	[]	[]	[79678699]	[]
892_28453	chr5	94103519	94103919	+	998	92.0	[9.257497]	[143]	[]	[]	[94103727]	[]
892_28456	chr5	132429609	132430009	+	1000	92.0	[9.257497, 9.257497]	[114, 186]	[9.257497]	[160]	[132429780, 132429852]	[132429826]
892_2846	chr5	57042583	57042983	+	1000	517.0	[9.257497]	[89]	[]	[]	[57042759]	[]
892_28461	chr5	153745831	153746231	+	1000	92.0	[9.257497]	[142]	[]	[]	[153745996]	[]
892_2847	chr5	175129082	175129482	+	1000	517.0	[9.257497, 9.257497]	[60, 89]	[]	[]	[175129236, 175129265]	[]
892_28472	chr7	2850408	2850808	+	1000	92.0	[9.257497]	[227]	[]	[]	[2850640]	[]
892_28478	chr7	131076788	131077188	+	969	92.0	[]	[]	[9.257497]	[89]	[]	[131076975]
892_2848	chr10	29005962	29006362	+	1000	516.5	[]	[]	[9.257497]	[130]	[]	[29006184]
892_28486	chr9	130764301	130764701	+	1000	92.0	[]	[]	[9.257497]	[198]	[]	[130764526]
892_28488	chrX	11159170	11159570	+	1000	92.0	[]	[]	[9.257497, 9.257497]	[83, 124]	[]	[11159343, 11159384]
892_28494	chrX	120146354	120146754	+	1000	92.0	[9.257497]	[122]	[]	[]	[120146543]	[]
892_28495	chr1	2197844	2198244	+	1000	91.5	[9.257497]	[181]	[]	[]	[2198028]	[]
892_285	chr6	47420455	47420855	+	1000	1354.0	[9.257497, 9.257497]	[95, 114]	[]	[]	[47420642, 47420661]	[]
892_2850	chr3	142618819	142619219	+	1000	516.0	[9.257497]	[122]	[]	[]	[142619024]	[]
892_28500	chr1	23237533	23237933	+	947	91.5	[9.257497]	[91]	[9.257497]	[120]	[23237709]	[23237738]
892_28503	chr1	30134488	30134888	+	1000	91.5	[9.257497]	[138]	[]	[]	[30134698]	[]
892_28515	chr1	185334163	185334563	+	1000	91.5	[]	[]	[9.257497]	[156]	[]	[185334397]
892_28516	chr1	193686030	193686430	+	970	91.5	[9.257497, 9.257497]	[103, 164]	[]	[]	[193686203, 193686264]	[]
892_28517	chr1	198264983	198265383	+	1000	91.5	[9.257497]	[82]	[]	[]	[198265144]	[]
892_28524	chr1	234505275	234505675	+	1000	91.5	[9.257497]	[132]	[]	[]	[234505484]	[]
892_28525	chr1	236551352	236551752	+	659	91.5	[]	[]	[9.257497, 9.257497]	[195, 221]	[]	[236551518, 236551544]
892_28526	chr10	5595936	5596336	+	1000	91.5	[]	[]	[9.257497]	[140]	[]	[5596142]
892_28527	chr10	17675705	17676105	+	882	91.5	[9.257497]	[170]	[]	[]	[17675940]	[]
892_28529	chr10	61359480	61359880	+	1000	91.5	[9.257497]	[113]	[9.257497]	[158]	[61359660]	[61359705]
892_28530	chr10	92200440	92200840	+	763	91.5	[9.257497]	[115]	[]	[]	[92200649]	[]
892_28531	chr10	109898649	109899049	+	852	91.5	[]	[]	[9.257497]	[156]	[]	[109898887]
892_28535	chr11	16381251	16381651	+	1000	91.5	[9.257497]	[233]	[]	[]	[16381481]	[]
892_28541	chr12	5244406	5244806	+	844	91.5	[9.257497]	[71]	[]	[]	[5244576]	[]
892_28548	chr12	57248901	57249301	+	955	91.5	[9.257497]	[120]	[]	[]	[57249112]	[]
892_28549	chr12	96880256	96880656	+	1000	91.5	[9.257497]	[144]	[]	[]	[96880475]	[]
892_28550	chr12	103680634	103681034	+	1000	91.5	[9.257497]	[178]	[]	[]	[103680865]	[]
892_28551	chr12	108854189	108854589	+	1000	91.5	[9.257497]	[155]	[]	[]	[108854404]	[]
892_2856	chr2	190580236	190580636	+	1000	515.5	[]	[]	[9.257497, 9.257497]	[63, 129]	[]	[190580388, 190580454]
892_28569	chr16	88523796	88524196	+	956	91.5	[9.257497]	[126]	[9.257497]	[159]	[88524008]	[88524041]
892_28571	chr17	6476753	6477153	+	867	91.5	[9.257497]	[110]	[]	[]	[6476924]	[]
892_28572	chr17	27928570	27928970	+	1000	91.5	[]	[]	[9.257497]	[132]	[]	[27928772]
892_28574	chr17	32862086	32862486	+	1000	91.5	[9.257497, 9.257497]	[265, 311]	[]	[]	[32862262, 32862308]	[]
892_2858	chr1	12478104	12478504	+	1000	515.0	[]	[]	[9.257497]	[144]	[]	[12478343]
892_28580	chr18	766042	766442	+	888	91.5	[9.257497]	[94]	[]	[]	[766217]	[]
892_28582	chr18	3442942	3443342	+	1000	91.5	[9.257497]	[168]	[]	[]	[3443128]	[]
892_28584	chr18	31030870	31031270	+	1000	91.5	[9.257497]	[89]	[]	[]	[31031058]	[]
892_2859	chr1	161502955	161503355	+	1000	515.0	[9.257497]	[76]	[]	[]	[161503129]	[]
892_28592	chr19	46411474	46411874	+	788	91.5	[9.257497, 9.257497, 9.257497]	[97, 121, 169]	[]	[]	[46411642, 46411666, 46411714]	[]
892_286	chr6	15079319	15079719	+	1000	1351.0	[9.257497]	[127]	[9.257497]	[101]	[15079538]	[15079512]
892_2860	chr12	32020882	32021282	+	1000	515.0	[9.257497]	[137]	[]	[]	[32021091]	[]
892_28606	chr20	17682661	17683061	+	871	91.5	[9.257497]	[140]	[]	[]	[17682860]	[]
892_28607	chr20	33630552	33630952	+	1000	91.5	[]	[]	[9.257497]	[162]	[]	[33630711]
892_28609	chr20	44979018	44979418	+	1000	91.5	[]	[]	[9.257497, 9.257497]	[78, 137]	[]	[44979183, 44979242]
892_2861	chr15	27127731	27128131	+	1000	515.0	[]	[]	[9.257497, 9.257497]	[136, 156]	[]	[27127944, 27127964]
892_28616	chr22	23016365	23016765	+	990	91.5	[9.257497]	[132]	[]	[]	[23016531]	[]
892_28619	chr22	40187491	40187891	+	1000	91.5	[9.257497]	[254]	[]	[]	[40187716]	[]
892_2862	chr2	230713647	230714047	+	1000	515.0	[]	[]	[9.257497, 9.257497]	[111, 154]	[]	[230713855, 230713898]
892_28622	chr3	15860891	15861291	+	1000	91.5	[]	[]	[9.257497]	[112]	[]	[15861069]
892_28626	chr3	101827938	101828338	+	1000	91.5	[9.257497]	[109]	[]	[]	[101828111]	[]
892_28628	chr3	140593766	140594166	+	932	91.5	[]	[]	[9.257497]	[133]	[]	[140593990]
892_2863	chr22	46456066	46456466	+	1000	515.0	[9.257497]	[131]	[]	[]	[46456278]	[]
892_28631	chr3	185547147	185547547	+	1000	91.5	[9.257497]	[321]	[]	[]	[185547379]	[]
892_28632	chr3	186643557	186643957	+	907	91.5	[9.257497]	[86]	[9.257497]	[115]	[186643740]	[186643769]
892_28635	chr4	4200633	4201033	+	1000	91.5	[]	[]	[9.257497]	[123]	[]	[4200854]
892_28638	chr4	139668689	139669089	+	1000	91.5	[]	[]	[9.257497]	[151]	[]	[139668911]
892_28639	chr4	152581794	152582194	+	608	91.5	[9.257497]	[141]	[]	[]	[152581996]	[]
892_2864	chr7	127365169	127365569	+	1000	515.0	[]	[]	[9.257497, 9.257497, 9.257497]	[137, 142, 154]	[]	[127365374, 127365379, 127365391]
892_28640	chr4	176288060	176288460	+	1000	91.5	[]	[]	[9.257497]	[127]	[]	[176288272]
892_28642	chr5	55307607	55308007	+	1000	91.5	[9.257497, 9.257497]	[106, 122]	[]	[]	[55307802, 55307818]	[]
892_28643	chr5	72280587	72280987	+	994	91.5	[9.257497]	[161]	[]	[]	[72280782]	[]
892_28646	chr5	168317714	168318114	+	979	91.5	[9.257497]	[70]	[]	[]	[168317876]	[]
892_2865	chr1	109725521	109725921	+	1000	514.5	[9.257497]	[76]	[]	[]	[109725690]	[]
892_28650	chr6	35393324	35393724	+	1000	91.5	[9.257497]	[101]	[]	[]	[35393509]	[]
892_28654	chr6	137389078	137389478	+	806	91.5	[9.257497]	[121]	[]	[]	[137389280]	[]
892_28655	chr6	139926326	139926726	+	1000	91.5	[9.257497]	[93]	[9.257497]	[176]	[139926480]	[139926563]
