#PeakID(python identify_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_30738	chr15	69059118	69059518	+	815	27.0	[8.881105, 7.6631613]	[93, 132]	[]	[]	[69059299, 69059338]	[]
685_3074	chr2	55617578	55617978	+	1000	141.0	[]	[]	[11.031473, 7.6355314, 11.9476385, 7.6355314]	[100, 103, 121, 124]	[]	[55617778, 55617781, 55617799, 55617802]
685_30741	chr15	77542579	77542979	+	812	27.0	[]	[]	[11.475438]	[118]	[]	[77542796]
685_30744	chr15	96290560	96290960	+	838	27.0	[10.609771]	[124]	[]	[]	[96290768]	[]
685_30745	chr15	97909245	97909645	+	795	27.0	[9.379221]	[110]	[]	[]	[97909446]	[]
685_30746	chr16	528670	529070	+	741	27.0	[]	[]	[14.230818]	[106]	[]	[528852]
685_30748	chr16	1772064	1772464	+	812	27.0	[]	[]	[9.469562, 12.445699]	[78, 88]	[]	[1772240, 1772250]
685_30767	chr16	57380711	57381111	+	714	27.0	[7.5963154]	[82]	[15.193479]	[96]	[57380886]	[57380900]
685_3077	chr2	239253244	239253644	+	1000	141.0	[15.87502]	[89]	[]	[]	[239253433]	[]
685_30775	chr16	84062791	84063191	+	558	27.0	[5.8887725]	[100]	[]	[]	[84062990]	[]
685_30777	chr16	85500184	85500584	+	690	27.0	[13.778775]	[104]	[]	[]	[85500378]	[]
685_30778	chr16	85557191	85557591	+	801	27.0	[9.868927]	[187]	[]	[]	[85557441]	[]
685_3078	chr20	49790276	49790676	+	1000	141.0	[]	[]	[8.856772]	[98]	[]	[49790474]
685_30781	chr17	1725020	1725420	+	810	27.0	[12.199674]	[90]	[]	[]	[1725209]	[]
685_30785	chr17	10063776	10064176	+	798	27.0	[]	[]	[8.245815, 13.515328]	[82, 140]	[]	[10063936, 10063994]
685_30787	chr17	12421773	12422173	+	847	27.0	[5.7034707]	[100]	[10.26711]	[139]	[12421953]	[12421992]
685_30790	chr17	19334481	19334881	+	561	27.0	[9.059027]	[133]	[]	[]	[19334696]	[]
685_30794	chr17	40344451	40344851	+	830	27.0	[11.024881]	[86]	[7.0404463, 5.7170076]	[64, 109]	[40344634]	[40344612, 40344657]
685_30796	chr17	42562885	42563285	+	766	27.0	[8.568475]	[128]	[]	[]	[42563094]	[]
685_308	chr19	38664585	38664985	+	1000	359.0	[6.930499]	[128]	[14.667079]	[99]	[38664813]	[38664784]
685_3080	chr3	38164854	38165254	+	1000	141.0	[13.912404]	[99]	[]	[]	[38165049]	[]
685_30806	chr17	50956714	50957114	+	796	27.0	[6.616306, 10.328586, 7.043643]	[85, 131, 139]	[]	[]	[50956876, 50956922, 50956930]	[]
685_30808	chr17	59398358	59398758	+	707	27.0	[8.5646105, 9.416421]	[88, 124]	[7.191284]	[61]	[59398545, 59398581]	[59398518]
685_30819	chr17	75927285	75927685	+	575	27.0	[9.711768]	[140]	[]	[]	[75927497]	[]
685_3082	chr5	14665143	14665543	+	1000	141.0	[16.847603]	[99]	[]	[]	[14665325]	[]
685_30822	chr17	78127051	78127451	+	744	27.0	[]	[]	[10.029692]	[188]	[]	[78127259]
685_30823	chr17	78130452	78130852	+	800	27.0	[10.059961, 6.593926]	[127, 160]	[]	[]	[78130654, 78130687]	[]
685_30824	chr17	80992933	80993333	+	789	27.0	[]	[]	[6.848512]	[77]	[]	[80993085]
685_30825	chr17	81287885	81288285	+	739	27.0	[9.404125]	[119]	[14.172218]	[72]	[81288097]	[81288050]
685_30826	chr17	81515185	81515585	+	782	27.0	[7.4382706]	[149]	[5.8765697]	[116]	[81515425]	[81515392]
685_30827	chr17	81552705	81553105	+	819	27.0	[9.101302]	[98]	[6.6100063]	[112]	[81552901]	[81552915]
685_30829	chr18	814553	814953	+	784	27.0	[]	[]	[8.85614, 8.649725]	[122, 128]	[]	[814741, 814747]
685_30836	chr18	10014902	10015302	+	690	27.0	[9.576791]	[90]	[]	[]	[10015084]	[]
685_30839	chr18	30359381	30359781	+	588	27.0	[9.216767, 5.844948]	[68, 108]	[]	[]	[30359549, 30359589]	[]
685_30843	chr18	46678971	46679371	+	844	27.0	[11.723722, 13.904964]	[116, 129]	[]	[]	[46679169, 46679182]	[]
685_30844	chr18	47799753	47800153	+	828	27.0	[13.021699]	[132]	[]	[]	[47799971]	[]
685_30845	chr18	54392619	54393019	+	781	27.0	[]	[]	[7.0100517, 13.46061]	[90, 95]	[]	[54392807, 54392812]
685_30847	chr18	59798121	59798521	+	794	27.0	[]	[]	[10.7521]	[109]	[]	[59798322]
685_30848	chr18	62186488	62186888	+	732	27.0	[7.971488, 14.098177]	[115, 125]	[]	[]	[62186655, 62186665]	[]
685_30849	chr18	79679007	79679407	+	820	27.0	[10.893947]	[137]	[]	[]	[79679237]	[]
685_30853	chr19	1873458	1873858	+	735	27.0	[7.6818676]	[104]	[]	[]	[1873642]	[]
685_30868	chr19	19541096	19541496	+	717	27.0	[9.541348, 7.1934953]	[103, 109]	[]	[]	[19541286, 19541292]	[]
685_30877	chr19	40716742	40717142	+	758	27.0	[]	[]	[5.6171303]	[159]	[]	[40716971]
685_30879	chr19	45615755	45616155	+	776	27.0	[13.961536, 6.4453926]	[130, 146]	[]	[]	[45615965, 45615981]	[]
685_30883	chr19	48637730	48638130	+	777	27.0	[8.07911, 11.577722]	[78, 114]	[]	[]	[48637895, 48637931]	[]
685_30884	chr19	49929714	49930114	+	789	27.0	[]	[]	[9.741432]	[141]	[]	[49929941]
685_30888	chr19	55305492	55305892	+	682	27.0	[]	[]	[8.482581]	[100]	[]	[55305674]
685_30890	chr2	2253580	2253980	+	588	27.0	[11.681591, 11.681591, 11.681591, 7.271249]	[77, 108, 139, 156]	[]	[]	[2253735, 2253766, 2253797, 2253814]	[]
685_30897	chr2	27792443	27792843	+	715	27.0	[]	[]	[6.9345126, 14.778071, 11.750406]	[63, 83, 101]	[]	[27792600, 27792620, 27792638]
685_30898	chr2	30290659	30291059	+	747	27.0	[6.963959]	[91]	[9.455365]	[105]	[30290822]	[30290836]
685_309	chr6	26596618	26597018	+	1000	359.0	[]	[]	[14.778071, 5.7230453, 11.735771]	[92, 96, 145]	[]	[26596810, 26596814, 26596863]
685_3090	chr6	163413077	163413477	+	1000	141.0	[]	[]	[7.316855, 9.482737, 7.941068, 5.8239355]	[79, 100, 124, 135]	[]	[163413256, 163413277, 163413301, 163413312]
685_30904	chr2	48111692	48112092	+	637	27.0	[]	[]	[9.610975]	[99]	[]	[48111884]
685_30910	chr2	64267818	64268218	+	729	27.0	[14.464578]	[110]	[]	[]	[64268011]	[]
685_30912	chr2	68654874	68655274	+	790	27.0	[6.0054746]	[73]	[16.093534, 6.152822]	[135, 141]	[68655025]	[68655087, 68655093]
685_30915	chr2	71000979	71001379	+	793	27.0	[7.3806434]	[141]	[]	[]	[71001208]	[]
685_30918	chr2	74483135	74483535	+	741	27.0	[]	[]	[6.791922, 6.228573]	[80, 85]	[]	[74483304, 74483309]
685_3092	chr7	37448706	37449106	+	1000	141.0	[]	[]	[19.689182, 9.314534, 9.061963]	[98, 104, 108]	[]	[37448903, 37448909, 37448913]
685_30920	chr2	74603706	74604106	+	668	27.0	[9.45903]	[69]	[]	[]	[74603862]	[]
685_30923	chr2	88095410	88095810	+	685	27.0	[10.302212]	[65]	[17.548697]	[123]	[88095566]	[88095624]
685_30925	chr2	97200813	97201213	+	780	27.0	[18.345798]	[92]	[]	[]	[97201004]	[]
685_30926	chr2	99594303	99594703	+	817	27.0	[6.4515166]	[137]	[18.38044]	[119]	[99594538]	[99594520]
685_30928	chr2	102634753	102635153	+	835	27.0	[]	[]	[6.015537]	[66]	[]	[102634919]
685_3093	chr7	158508253	158508653	+	1000	141.0	[8.701519, 12.688646]	[93, 101]	[]	[]	[158508444, 158508452]	[]
685_30938	chr2	134137125	134137525	+	816	27.0	[]	[]	[15.728682]	[102]	[]	[134137326]
685_3094	chr8	30743922	30744322	+	1000	141.0	[]	[]	[6.1152024, 10.601402]	[94, 100]	[]	[30744115, 30744121]
685_30942	chr2	148927048	148927448	+	659	27.0	[9.916376]	[143]	[]	[]	[148927259]	[]
685_30943	chr2	151356869	151357269	+	821	27.0	[6.96585, 13.269779]	[137, 149]	[]	[]	[151357087, 151357099]	[]
685_30956	chr2	195925345	195925745	+	772	27.0	[7.1459775]	[135]	[15.290571, 5.964151]	[102, 120]	[195925578]	[195925545, 195925563]
685_3096	chrX	129772889	129773289	+	1000	141.0	[14.889323]	[123]	[14.0554085]	[102]	[129773103]	[129773082]
685_30964	chr2	219521213	219521613	+	691	27.0	[]	[]	[7.0085835, 5.8713355]	[74, 90]	[]	[219521364, 219521380]
685_30968	chr2	234292442	234292842	+	688	27.0	[18.060225]	[127]	[]	[]	[234292664]	[]
685_3097	chr1	11729525	11729925	+	1000	140.0	[6.1200285, 6.527986]	[67, 151]	[14.604543]	[101]	[11729691, 11729775]	[11729725]
685_30974	chr20	17968693	17969093	+	746	27.0	[]	[]	[5.8328824]	[158]	[]	[17968923]
685_30979	chr20	33675396	33675796	+	782	27.0	[11.886372]	[106]	[]	[]	[33675594]	[]
685_30998	chr21	36060230	36060630	+	768	27.0	[6.5869455]	[202]	[]	[]	[36060458]	[]
685_31007	chr21	43688402	43688802	+	836	27.0	[11.038218]	[141]	[6.6652718]	[172]	[43688618]	[43688649]
685_31009	chr21	44871834	44872234	+	807	27.0	[]	[]	[8.099026]	[223]	[]	[44872065]
685_31011	chr21	45409834	45410234	+	774	27.0	[11.046332]	[132]	[]	[]	[45410055]	[]
685_31012	chr22	17829993	17830393	+	710	27.0	[6.1682706, 6.7824016]	[129, 134]	[]	[]	[17830210, 17830215]	[]
685_31015	chr22	19138234	19138634	+	759	27.0	[6.2219625, 7.498421]	[143, 151]	[15.074528]	[93]	[19138457, 19138465]	[19138407]
685_31016	chr22	19353778	19354178	+	807	27.0	[]	[]	[7.6141744]	[93]	[]	[19353942]
685_31017	chr22	19389185	19389585	+	820	27.0	[]	[]	[11.523419]	[147]	[]	[19389417]
685_31019	chr22	20115922	20116322	+	797	27.0	[]	[]	[5.7708354]	[228]	[]	[20116169]
685_31020	chr22	20457259	20457659	+	688	27.0	[9.303887]	[169]	[14.513237]	[118]	[20457469]	[20457418]
685_31021	chr22	20748731	20749131	+	832	27.0	[14.032029]	[84]	[6.4946647, 10.64882]	[162, 169]	[20748894]	[20748972, 20748979]
685_31024	chr22	20980321	20980721	+	818	27.0	[]	[]	[7.719331]	[140]	[]	[20980539]
685_31025	chr22	21000288	21000688	+	728	27.0	[5.949141]	[119]	[]	[]	[21000446]	[]
685_31028	chr22	21591369	21591769	+	786	27.0	[]	[]	[5.6198993, 6.289135]	[91, 122]	[]	[21591560, 21591591]
685_3103	chr1	244353734	244354134	+	1000	140.0	[]	[]	[9.692464]	[116]	[]	[244353944]
685_31031	chr22	21710160	21710560	+	752	27.0	[]	[]	[6.9873576]	[79]	[]	[21710314]
685_31037	chr22	21963400	21963800	+	759	27.0	[]	[]	[15.111111]	[107]	[]	[21963565]
685_3104	chr10	102645750	102646150	+	1000	140.0	[12.947034, 7.48913]	[100, 106]	[]	[]	[102645947, 102645953]	[]
685_3105	chr11	16299861	16300261	+	1000	140.0	[16.847603]	[96]	[]	[]	[16300057]	[]
685_31057	chr22	24156962	24157362	+	821	27.0	[]	[]	[8.2993555]	[133]	[]	[24157174]
685_31060	chr22	30354296	30354696	+	810	27.0	[]	[]	[5.7848034, 5.7568326]	[121, 138]	[]	[30354461, 30354478]
685_31065	chr22	37244071	37244471	+	830	27.0	[6.174893, 6.734143, 9.503993]	[103, 109, 115]	[]	[]	[37244264, 37244270, 37244276]	[]
685_31067	chr22	38883041	38883441	+	730	27.0	[5.677551]	[87]	[11.018456, 12.480339]	[151, 160]	[38883206]	[38883270, 38883279]
685_31070	chr22	40156102	40156502	+	846	27.0	[7.048787]	[86]	[]	[]	[40156287]	[]
685_31077	chr22	46151358	46151758	+	654	27.0	[16.632532]	[103]	[]	[]	[46151545]	[]
685_31078	chr22	47170347	47170747	+	565	27.0	[9.138731, 7.7069135, 14.226936]	[96, 102, 110]	[]	[]	[47170536, 47170542, 47170550]	[]
685_31080	chr3	5036739	5037139	+	808	27.0	[7.3051295]	[212]	[]	[]	[5036978]	[]
685_31081	chr3	9933756	9934156	+	746	27.0	[]	[]	[8.152934]	[212]	[]	[9933986]
685_31088	chr3	21689222	21689622	+	790	27.0	[]	[]	[13.515328]	[91]	[]	[21689398]
685_31089	chr3	24367363	24367763	+	805	27.0	[]	[]	[11.987937]	[144]	[]	[24367592]
685_31092	chr3	32358060	32358460	+	845	27.0	[19.618229]	[93]	[]	[]	[32358247]	[]
685_31096	chr3	42014506	42014906	+	835	27.0	[]	[]	[10.910812]	[94]	[]	[42014696]
685_31098	chr3	42601053	42601453	+	745	27.0	[8.473079]	[74]	[6.7537227]	[118]	[42601213]	[42601257]
685_31099	chr3	45636350	45636750	+	835	27.0	[11.856607]	[111]	[5.698001]	[156]	[45636553]	[45636598]
685_31103	chr3	48130314	48130714	+	563	27.0	[6.583721, 14.875314]	[110, 115]	[]	[]	[48130500, 48130505]	[]
685_31105	chr3	50299551	50299951	+	797	27.0	[]	[]	[8.38646]	[101]	[]	[50299751]
685_31106	chr3	50572129	50572529	+	811	27.0	[]	[]	[10.527821]	[123]	[]	[50572336]
685_31112	chr3	99667606	99668006	+	805	27.0	[]	[]	[15.923084, 8.157143]	[117, 125]	[]	[99667815, 99667823]
685_31113	chr3	114152553	114152953	+	754	27.0	[]	[]	[14.065084]	[168]	[]	[114152779]
685_31115	chr3	119239456	119239856	+	794	27.0	[]	[]	[14.009746]	[81]	[]	[119239633]
685_31116	chr3	119401447	119401847	+	835	27.0	[13.798836]	[117]	[6.063372]	[126]	[119401641]	[119401650]
685_3112	chr17	43719498	43719898	+	1000	140.0	[]	[]	[11.038218]	[104]	[]	[43719702]
685_31121	chr3	138445290	138445690	+	573	27.0	[]	[]	[10.128762, 6.3618402]	[134, 156]	[]	[138445495, 138445517]
685_31125	chr3	169112159	169112559	+	648	27.0	[]	[]	[15.052414]	[121]	[]	[169112376]
685_31127	chr3	171850934	171851334	+	751	27.0	[]	[]	[18.402313]	[118]	[]	[171851130]
685_31132	chr3	186110957	186111357	+	831	27.0	[]	[]	[9.1282]	[124]	[]	[186111165]
685_31134	chr3	194672332	194672732	+	777	27.0	[7.90825]	[140]	[]	[]	[194672563]	[]
685_31139	chr4	2963193	2963593	+	666	27.0	[]	[]	[8.605704]	[125]	[]	[2963405]
685_3114	chr17	58352041	58352441	+	1000	140.0	[]	[]	[13.802099, 6.0759397]	[99, 105]	[]	[58352239, 58352245]
685_31143	chr4	10006207	10006607	+	759	27.0	[16.716843]	[126]	[]	[]	[10006418]	[]
685_31144	chr4	10225101	10225501	+	619	27.0	[]	[]	[14.089993]	[144]	[]	[10225321]
685_31148	chr4	47463256	47463656	+	796	27.0	[]	[]	[11.170305]	[116]	[]	[47463463]
685_31158	chr4	71338840	71339240	+	828	27.0	[15.016564]	[114]	[]	[]	[71339054]	[]
685_31159	chr4	74537272	74537672	+	557	27.0	[6.609146, 10.7890415, 6.640798, 6.6682835]	[63, 128, 133, 148]	[8.515673]	[75]	[74537429, 74537494, 74537499, 74537514]	[74537441]
685_31162	chr4	81520074	81520474	+	798	27.0	[]	[]	[16.171165]	[105]	[]	[81520276]
685_31183	chr5	9121600	9122000	+	541	27.0	[]	[]	[17.053406]	[130]	[]	[9121816]
685_31187	chr5	33465098	33465498	+	762	27.0	[]	[]	[12.844785, 7.724028]	[119, 127]	[]	[33465307, 33465315]
685_31188	chr5	33998430	33998830	+	785	27.0	[12.83136]	[74]	[7.311231]	[103]	[33998604]	[33998633]
685_31189	chr5	34923950	34924350	+	825	27.0	[15.634053, 10.944935]	[99, 154]	[]	[]	[34924145, 34924200]	[]
685_31202	chr5	89129174	89129574	+	611	27.0	[]	[]	[5.628571, 6.6053624]	[79, 102]	[]	[89129350, 89129373]
685_31203	chr5	119275480	119275880	+	663	27.0	[]	[]	[11.985908, 9.697777]	[82, 128]	[]	[119275649, 119275695]
685_31207	chr5	127136898	127137298	+	611	27.0	[13.636181]	[105]	[]	[]	[127137096]	[]
685_31208	chr5	134503284	134503684	+	600	27.0	[7.883949]	[101]	[]	[]	[134503484]	[]
685_31211	chr5	140111659	140112059	+	795	27.0	[9.373635]	[68]	[]	[]	[140111811]	[]
685_31212	chr5	140215268	140215668	+	697	27.0	[]	[]	[10.464574]	[106]	[]	[140215470]
685_31214	chr5	142321395	142321795	+	616	27.0	[]	[]	[7.874833]	[90]	[]	[142321550]
685_31216	chr5	142915843	142916243	+	755	27.0	[9.093216, 14.405568]	[102, 142]	[]	[]	[142916024, 142916064]	[]
685_31217	chr5	146203045	146203445	+	787	27.0	[10.203631]	[123]	[]	[]	[146203247]	[]
685_31231	chr5	178114128	178114528	+	812	27.0	[]	[]	[10.193027, 10.282519, 7.5363274]	[93, 113, 125]	[]	[178114311, 178114331, 178114343]
685_31235	chr5	180802253	180802653	+	640	27.0	[]	[]	[10.084106]	[96]	[]	[180802434]
685_31236	chr5	180803640	180804040	+	611	27.0	[]	[]	[7.699663]	[152]	[]	[180803869]
685_31239	chr6	7313197	7313597	+	781	27.0	[]	[]	[7.87735]	[153]	[]	[7313433]
685_31243	chr6	15481735	15482135	+	701	27.0	[]	[]	[8.553617]	[105]	[]	[15481930]
685_31244	chr6	15662264	15662664	+	777	27.0	[]	[]	[6.159642]	[145]	[]	[15662491]
685_31246	chr6	26158012	26158412	+	617	27.0	[6.252292]	[134]	[]	[]	[26158239]	[]
685_31248	chr6	27388792	27389192	+	819	27.0	[]	[]	[5.630132]	[117]	[]	[27388955]
685_31252	chr6	27792152	27792552	+	840	27.0	[8.058783]	[173]	[]	[]	[27792326]	[]
685_3126	chr3	150384860	150385260	+	1000	140.0	[11.957325]	[97]	[]	[]	[150385056]	[]
685_31270	chr6	42966533	42966933	+	824	27.0	[]	[]	[7.479239, 11.92415, 16.03811, 11.126524]	[74, 81, 110, 138]	[]	[42966704, 42966711, 42966740, 42966768]
685_31287	chr6	89260825	89261225	+	715	27.0	[]	[]	[9.596019]	[154]	[]	[89261053]
685_3129	chr5	139481594	139481994	+	1000	140.0	[]	[]	[11.856607, 12.83136]	[88, 98]	[]	[139481778, 139481788]
685_31292	chr6	127267387	127267787	+	727	27.0	[7.5963387]	[150]	[12.764941]	[105]	[127267632]	[127267587]
685_31297	chr6	135146561	135146961	+	840	27.0	[8.447728]	[146]	[13.206137]	[82]	[135146802]	[135146738]
685_313	chr9	116572185	116572585	+	1000	358.0	[]	[]	[15.360103, 5.8452516]	[100, 106]	[]	[116572385, 116572391]
685_31300	chr6	137817279	137817679	+	646	27.0	[7.642701]	[72]	[]	[]	[137817436]	[]
685_31305	chr6	147159416	147159816	+	793	27.0	[7.3533173]	[167]	[]	[]	[147159649]	[]
685_31306	chr6	147171387	147171787	+	748	27.0	[]	[]	[18.203526]	[100]	[]	[147171580]
685_31311	chr6	159056102	159056502	+	586	27.0	[]	[]	[11.805204, 8.230019]	[83, 153]	[]	[159056277, 159056347]
685_31312	chr6	159985181	159985581	+	806	27.0	[]	[]	[9.578772]	[100]	[]	[159985380]
685_31313	chr6	163354033	163354433	+	831	27.0	[8.689432, 6.8618984]	[111, 117]	[]	[]	[163354202, 163354208]	[]
685_31319	chr7	63760	64160	+	745	27.0	[6.2618246]	[150]	[11.362191, 12.926343]	[108, 112]	[64005]	[63963, 63967]
685_3132	chr7	101017496	101017896	+	1000	140.0	[]	[]	[13.912404]	[108]	[]	[101017704]
685_31320	chr7	606000	606400	+	794	27.0	[5.811096, 8.164395]	[147, 151]	[10.476157, 13.482236]	[91, 97]	[606245, 606249]	[606189, 606195]
685_31325	chr7	4738642	4739042	+	775	27.0	[]	[]	[8.785187]	[195]	[]	[4738852]
685_3133	chr8	38936621	38937021	+	1000	140.0	[10.499465]	[95]	[]	[]	[38936814]	[]
685_31337	chr7	38066625	38067025	+	744	27.0	[6.5301523, 12.435392]	[82, 88]	[]	[]	[38066789, 38066795]	[]
685_3134	chr8	55568415	55568815	+	1000	140.0	[6.3611927, 15.043165]	[81, 87]	[]	[]	[55568593, 55568599]	[]
685_31343	chr7	66692631	66693031	+	573	27.0	[7.340604, 18.62852]	[68, 89]	[]	[]	[66692795, 66692816]	[]
685_31348	chr7	99028642	99029042	+	606	27.0	[9.84213]	[118]	[15.602871]	[103]	[99028850]	[99028835]
685_31349	chr7	99143137	99143537	+	818	27.0	[14.381505, 7.9570637, 6.869084]	[76, 81, 165]	[]	[]	[99143296, 99143301, 99143385]	[]
685_31350	chr7	99379224	99379624	+	815	27.0	[7.390059]	[142]	[]	[]	[99379381]	[]
685_31351	chr7	100168610	100169010	+	714	27.0	[]	[]	[8.631946, 8.594241]	[107, 147]	[]	[100168785, 100168825]
685_31354	chr7	103165796	103166196	+	726	27.0	[11.538822]	[93]	[]	[]	[103165977]	[]
685_31359	chr7	108156844	108157244	+	787	27.0	[11.128558]	[105]	[]	[]	[108157043]	[]
685_31361	chr7	116592448	116592848	+	596	27.0	[5.738866, 7.8015833]	[111, 117]	[]	[]	[116592659, 116592665]	[]
685_31362	chr7	116955793	116956193	+	752	27.0	[7.811825]	[91]	[]	[]	[116955983]	[]
685_31368	chr7	128737921	128738321	+	818	27.0	[]	[]	[7.789541, 9.825678]	[140, 166]	[]	[128738127, 128738153]
685_31369	chr7	129749991	129750391	+	769	27.0	[]	[]	[8.03859]	[64]	[]	[129750150]
685_31381	chr7	138515126	138515526	+	825	27.0	[6.8564844, 15.177369]	[115, 121]	[]	[]	[138515335, 138515341]	[]
685_31389	chr7	149266885	149267285	+	754	27.0	[]	[]	[5.7748995, 13.078213, 9.219471]	[65, 96, 104]	[]	[149267036, 149267067, 149267075]
685_3139	chr1	33381987	33382387	+	1000	139.0	[]	[]	[11.9151945, 6.1430187]	[100, 148]	[]	[33382180, 33382228]
685_31393	chr7	150685485	150685885	+	827	27.0	[11.619706]	[109]	[10.752288, 7.8189]	[141, 147]	[150685671]	[150685703, 150685709]
685_31395	chr7	151404158	151404558	+	823	27.0	[]	[]	[8.023872]	[126]	[]	[151404354]
685_31399	chr7	154637831	154638231	+	795	27.0	[5.8275256]	[144]	[15.746171]	[176]	[154638038]	[154638070]
685_314	chr1	155970554	155970954	+	1000	357.0	[6.459199, 15.217828]	[83, 89]	[]	[]	[155970737, 155970743]	[]
685_31403	chr7	157671131	157671531	+	802	27.0	[15.888445]	[95]	[]	[]	[157671322]	[]
685_31406	chr8	6729475	6729875	+	680	27.0	[]	[]	[7.4977374, 16.122425]	[70, 107]	[]	[6729640, 6729677]
685_31409	chr8	23003161	23003561	+	801	27.0	[]	[]	[17.548697]	[98]	[]	[23003349]
685_31414	chr8	38901938	38902338	+	785	27.0	[]	[]	[6.73519, 7.6043487, 8.158327]	[92, 95, 112]	[]	[38902124, 38902127, 38902144]
685_3142	chr1	112882475	112882875	+	1000	139.0	[8.948925, 13.92105]	[87, 93]	[]	[]	[112882660, 112882666]	[]
685_31420	chr8	67949410	67949810	+	767	27.0	[16.68429]	[104]	[7.3508677]	[66]	[67949613]	[67949575]
685_31421	chr8	79765062	79765462	+	827	27.0	[8.871598, 5.906304, 7.163221, 7.1986694]	[164, 170, 186, 191]	[]	[]	[79765278, 79765284, 79765300, 79765305]	[]
685_31422	chr8	96262641	96263041	+	758	27.0	[]	[]	[7.302081]	[146]	[]	[96262824]
685_31425	chr8	100953240	100953640	+	752	27.0	[]	[]	[8.19004, 7.0659823, 6.785051]	[150, 156, 157]	[]	[100953482, 100953488, 100953489]
685_31426	chr8	102805993	102806393	+	837	27.0	[7.560937]	[128]	[]	[]	[102806204]	[]
685_31433	chr8	123182395	123182795	+	817	27.0	[8.850866]	[85]	[]	[]	[123182551]	[]
685_31434	chr8	124371409	124371809	+	699	27.0	[10.135949]	[130]	[]	[]	[124371599]	[]
685_31436	chr8	140596889	140597289	+	709	27.0	[7.256591, 12.345363]	[89, 101]	[]	[]	[140597077, 140597089]	[]
685_31437	chr8	141467429	141467829	+	788	27.0	[]	[]	[10.314591, 8.180333]	[98, 113]	[]	[141467612, 141467627]
685_3144	chr1	212485958	212486358	+	1000	139.0	[]	[]	[9.039393]	[112]	[]	[212486162]
685_31440	chr9	19946460	19946860	+	746	27.0	[]	[]	[16.822435]	[115]	[]	[19946669]
685_31443	chr9	69181783	69182183	+	557	27.0	[]	[]	[11.6906595, 14.774778, 13.145822]	[87, 93, 99]	[]	[69181963, 69181969, 69181975]
685_31446	chr9	77084845	77085245	+	603	27.0	[]	[]	[12.057468]	[109]	[]	[77085040]
685_31447	chr9	77981222	77981622	+	783	27.0	[]	[]	[11.590278]	[79]	[]	[77981397]
685_31449	chr9	89154556	89154956	+	645	27.0	[13.548412]	[118]	[]	[]	[89154765]	[]
685_3145	chr1	234373241	234373641	+	1000	139.0	[12.423825]	[95]	[]	[]	[234373434]	[]
685_31451	chr9	91426062	91426462	+	792	27.0	[13.523747]	[81]	[]	[]	[91426236]	[]
685_31456	chr9	105318594	105318994	+	718	27.0	[13.127505, 7.1897283]	[92, 147]	[]	[]	[105318782, 105318837]	[]
685_31459	chr9	121447162	121447562	+	823	27.0	[14.718265]	[85]	[]	[]	[121447345]	[]
685_31460	chr9	124291759	124292159	+	799	27.0	[10.877389]	[85]	[]	[]	[124291930]	[]
685_31466	chr9	130913313	130913713	+	786	27.0	[]	[]	[10.029692]	[192]	[]	[130913549]
685_31475	chr9	136944972	136945372	+	782	27.0	[6.998894]	[91]	[]	[]	[136945142]	[]
685_31480	chrX	12950871	12951271	+	802	27.0	[10.322954]	[93]	[]	[]	[12951049]	[]
685_31484	chrX	48492260	48492660	+	744	27.0	[6.77951]	[180]	[]	[]	[48492498]	[]
685_31485	chrX	48598120	48598520	+	819	27.0	[]	[]	[6.5528727, 15.746171]	[94, 145]	[]	[48598300, 48598351]
685_31487	chrX	49176384	49176784	+	601	27.0	[14.774778, 10.478122]	[186, 192]	[]	[]	[49176619, 49176625]	[]
685_3149	chr11	72080687	72081087	+	1000	139.0	[5.84444, 13.61939, 5.6682615]	[63, 88, 155]	[]	[]	[72080842, 72080867, 72080934]	[]
685_31495	chrX	101386592	101386992	+	753	27.0	[]	[]	[9.200705, 8.289697]	[101, 126]	[]	[101386784, 101386809]
685_31496	chrX	109855480	109855880	+	725	27.0	[]	[]	[16.135157]	[85]	[]	[109855663]
685_31499	chrX	120468094	120468494	+	569	27.0	[9.569704]	[118]	[6.4967885]	[148]	[120468301]	[120468331]
685_31507	chrX	155026832	155027232	+	827	27.0	[]	[]	[6.1976767]	[177]	[]	[155027011]
685_31509	chrX	155876750	155877150	+	598	27.0	[]	[]	[13.877226, 6.0421247]	[100, 140]	[]	[155876921, 155876961]
685_31510	chrY	11314187	11314587	+	783	27.0	[]	[]	[9.999204]	[114]	[]	[11314397]
685_31511	chr1	1965102	1965502	+	656	26.0	[10.765422]	[117]	[6.1698294, 6.010751]	[72, 106]	[1965305]	[1965260, 1965294]
685_31513	chr1	10767120	10767520	+	579	26.0	[9.966471]	[92]	[]	[]	[10767293]	[]
685_31517	chr1	12496298	12496698	+	721	26.0	[]	[]	[11.805204]	[89]	[]	[12496487]
685_31530	chr1	26690163	26690563	+	745	26.0	[]	[]	[7.06018]	[118]	[]	[26690367]
685_31532	chr1	27360066	27360466	+	721	26.0	[]	[]	[13.116449]	[127]	[]	[27360247]
685_31537	chr1	29227417	29227817	+	674	26.0	[]	[]	[9.775579]	[110]	[]	[29227592]
